scientificName,vernacularName,family,genus,sourceStatus,status
Hoplocephalus bungaroides,Broad-headed Snake,Elapidae,Hoplocephalus,Vulnerable,Vulnerable
Hoplogonus bornemisszai,Bornemissza's Stag Beetle,Lucanidae,Hoplogonus,Critically Endangered,Critically Endangered
Hoplogonus simsoni,Simson's Stag Beetle,Lucanidae,Hoplogonus,Vulnerable,Vulnerable
Hoplogonus vanderschoori,Vanderschoor's Stag Beetle,Lucanidae,Hoplogonus,Vulnerable,Vulnerable
Hoplostethus atlanticus,"Orange Roughy, Deep-sea Perch, Red Roughy",Trachichthyidae,Hoplostethus,Conservation Dependent,Conservation Dependent
Hoya australis subsp. oramicola,a vine,Asclepiadaceae,Hoya,Vulnerable,Vulnerable
Huperzia serrata,Water Tassel-fern,Lycopodiaceae,Huperzia,Extinct,Extinct
Hybanthus cymulosus,Ninghan Violet,Violaceae,Hybanthus,Critically Endangered,Critically Endangered
Hydriastele costata,a palm,Arecaceae,Hydriastele,Vulnerable,Vulnerable
Hymenophyllum lobbii,-,Hymenophyllaceae,Hymenophyllum,Extinct,Extinct
Hymenophyllum whitei,a filmy fern,Hymenophyllaceae,Hymenophyllum,Extinct,Extinct
Hypocalymma angustifolium subsp. Hutt River (S.Patrick 2982),-,Myrtaceae,Hypocalymma,Endangered,Endangered
Hypocalymma longifolium,Long-leaved Myrtle,Myrtaceae,Hypocalymma,Vulnerable,Vulnerable
Hypocalymma sp. Cascade (R. Bruhn 20896),-,Myrtaceae,Hypocalymma,Endangered,Endangered
Hypocalymma sylvestre,-,Myrtaceae,Hypocalymma,Endangered,Endangered
Hypolepis dicksonioides,"Downy Ground-fern, Brake Fern, Ground Fern",Dennstaedtiaceae,Hypolepis,Vulnerable,Vulnerable
Hypolepis distans,Scrambling Ground-fern,Dennstaedtiaceae,Hypolepis,Endangered,Endangered
Hypolimnus pedderensis,Lake Pedder Earthworm,Megascolecidae,Hypolimnus,Extinct,Extinct
Hypotaenidia philippensis andrewsi,"Buff-banded Rail (Cocos (Keeling) Islands), Ayam Hutan",Rallidae,Hypotaenidia,Endangered,Endangered
Hypotaenidia philippensis macquariensis,"Macquarie Island Buff-banded Rail, Buff-banded Rail (Macquarie Island)",Rallidae,Hypotaenidia,Extinct,Extinct
Hypotaenidia sylvestris,Lord Howe Woodhen,Rallidae,Hypotaenidia,Endangered,Endangered
Hyridella glenelgensis,Glenelg Freshwater Mussel,Hyriidae,Hyridella,Critically Endangered,Critically Endangered
Idiosoma nigrum,"Shield-backed Trapdoor Spider, Black Rugose Trapdoor Spider",Idiopidae,Idiosoma,Vulnerable,Vulnerable
Ileostylus micranthus,Mistletoe,Loranthaceae,Ileostylus,Vulnerable,Vulnerable
Indigofera efoliata,-,Fabaceae,Indigofera,Endangered,Endangered
Irenepharsus trypherus,"Delicate Cress, Illawarra Irene",Brassicaceae,Irenepharsus,Endangered,Endangered
Isoglossa eranthemoides,Isoglossa,Acanthaceae,Isoglossa,Endangered,Endangered
Isoodon auratus auratus,Golden Bandicoot (mainland),Peramelidae,Isoodon,Vulnerable,Vulnerable
Isoodon auratus barrowensis,Golden Bandicoot (Barrow Island),Peramelidae,Isoodon,Vulnerable,Vulnerable
Isoodon obesulus nauticus,Southern Brown Bandicoot (Nuyts Archipelago),Peramelidae,Isoodon,Vulnerable,Vulnerable
Isoodon obesulus obesulus,"Southern Brown Bandicoot (eastern), Southern Brown Bandicoot (south-eastern)",Peramelidae,Isoodon,Endangered,Endangered
Isopogon fletcheri,Fletcher's Drumsticks,Proteaceae,Isopogon,Vulnerable,Vulnerable
Isopogon robustus,Robust Coneflower,Proteaceae,Isopogon,Critically Endangered,Critically Endangered
Isopogon uncinatus,"Albany Cone Bush, Hook-leaf Isopogon",Proteaceae,Isopogon,Endangered,Endangered
Ixodia achillaeoides subsp. arenicola,"Sand Ixodia, Ixodia",Asteraceae,Ixodia,Vulnerable,Vulnerable
Jacksonia pungens,Pungent Jacksonia,Fabaceae,Jacksonia,Endangered,Endangered
Jacksonia quairading,"Quairading Jacksonia, Quairading Stinkwood",Fabaceae,Jacksonia,Endangered,Endangered
Jacksonia velveta,Collie Jacksonia,Fabaceae,Jacksonia,Endangered,Endangered
Kardomia granitica,a shrub,Myrtaceae,Kardomia,Vulnerable,Vulnerable
Kardomia prominens,-,Myrtaceae,Kardomia,Critically Endangered,Critically Endangered
Kelleria bogongensis,Kelleria,Thymelaeaceae,Kelleria,Vulnerable,Vulnerable
Kennedia glabrata,Northcliffe Kennedia,Fabaceae,Kennedia,Vulnerable,Vulnerable
Kennedia lateritia,Augusta Kennedia,Fabaceae,Kennedia,Endangered,Endangered
Kennedia retrorsa,-,Fabaceae,Kennedia,Vulnerable,Vulnerable
Keyacris scurra,Key's Matchstick Grasshopper,Morabidae,Keyacris,Endangered,Endangered
Kumonga exleyi,Cape Range Remipede,Kumongidae,Kumonga,Vulnerable,Vulnerable
Kunzea cambagei,-,Myrtaceae,Kunzea,Vulnerable,Vulnerable
Kunzea ericifolia subsp. subulata,-,Myrtaceae,Kunzea,Vulnerable,Vulnerable
Kunzea rupestris,-,Myrtaceae,Kunzea,Vulnerable,Vulnerable
Kunzea similis subsp. similis,-,Myrtaceae,Kunzea,Critically Endangered,Critically Endangered
Lachnagrostis adamsonii,"Adamson's Blown-grass, Adamson's Blowngrass",Poaceae,Lachnagrostis,Endangered,Endangered
Lachnagrostis limitanea,"Spalding Blown Grass, Spalding Blowngrass",Poaceae,Lachnagrostis,Endangered,Endangered
Lagorchestes asomatus,"Kuluwarri, Central Hare-wallaby",Macropodidae,Lagorchestes,Extinct,Extinct
Lagorchestes conspicillatus conspicillatus,Spectacled Hare-wallaby (Barrow Island),Macropodidae,Lagorchestes,Vulnerable,Vulnerable
Lagorchestes hirsutus bernieri,Rufous Hare-wallaby (Bernier Island),Macropodidae,Lagorchestes,Vulnerable,Vulnerable
Lagorchestes hirsutus Central Australian subspecies,"Mala, Rufous Hare-Wallaby (Central Australia)",Macropodidae,Lagorchestes,Endangered,Endangered
Lagorchestes hirsutus dorreae,Rufous Hare-wallaby (Dorre Island),Macropodidae,Lagorchestes,Vulnerable,Vulnerable
Lagorchestes hirsutus hirsutus,"Rufous Hare-wallaby (south-western), Woorap",Macropodidae,Lagorchestes,Extinct,Extinct
Lagorchestes leporides,Eastern Hare-wallaby,Macropodidae,Lagorchestes,Extinct,Extinct
Lagostrophus fasciatus albipilis,Banded Hare-wallaby (mainland),Macropodidae,Lagostrophus,Extinct,Extinct
Lagostrophus fasciatus fasciatus,"Banded Hare-wallaby, Merrnine, Marnine, Munning",Macropodidae,Lagostrophus,Vulnerable,Vulnerable
Lalage leucopyga leucopyga,Norfolk Island Long-tailed Triller,Campephagidae,Lalage,Extinct,Extinct
Lambertia echinata subsp. echinata,Prickly Honeysuckle,Proteaceae,Lambertia,Endangered,Endangered
Lambertia echinata subsp. occidentalis,Western Prickly Honeysuckle,Proteaceae,Lambertia,Endangered,Endangered
Lambertia fairallii,Fairall's Honeysuckle,Proteaceae,Lambertia,Endangered,Endangered
Lambertia orbifolia,Roundleaf Honeysuckle,Proteaceae,Lambertia,Endangered,Endangered
Lasiopetalum joyceae,-,Sterculiaceae,Lasiopetalum,Vulnerable,Vulnerable
Lasiopetalum longistamineum,-,Sterculiaceae,Lasiopetalum,Vulnerable,Vulnerable
Lasiopetalum pterocarpum,Wing-fruited Lasiopetalum,Sterculiaceae,Lasiopetalum,Endangered,Endangered
Lasiopetalum rotundifolium,Round-leaf Lasiopetalum,Sterculiaceae,Lasiopetalum,Endangered,Endangered
Lasiopetalum sp. Mount Caroline (S.D. Hopper SDH 6381),-,Malvaceae,Lasiopetalum,Critically Endangered,Critically Endangered
Lasiopetalum sp. Proston (J.A.Baker 17),Proston Lasiopetalum,Sterculiaceae,Lasiopetalum,Critically Endangered,Critically Endangered
Lasiorhinus krefftii,"Northern Hairy-nosed Wombat, Yaminon",Vombatidae,Lasiorhinus,Critically Endangered,Critically Endangered
Lastreopsis calantha,"Shield-fern, Shieldfern",Dryopteridaceae,Lastreopsis,Endangered,Endangered
Lastreopsis walleri,a fern,Dryopteridaceae,Lastreopsis,Vulnerable,Vulnerable
Lathamus discolor,Swift Parrot,Psittacidae,Lathamus,Critically Endangered,Critically Endangered
Latrobea colophona,-,Fabaceae,Latrobea,Critically Endangered,Critically Endangered
Lawrencia buchananensis,-,Malvaceae,Lawrencia,Vulnerable,Vulnerable
Lechenaultia chlorantha,Kalbarri Leschenaultia,Goodeniaceae,Lechenaultia,Vulnerable,Vulnerable
Lechenaultia laricina,Scarlet Leschenaultia,Goodeniaceae,Lechenaultia,Endangered,Endangered
Leichhardtia araujacea,-,Apocynaceae,Leichhardtia,Critically Endangered,Critically Endangered
Leiocarpa gatesii,Wrinkled Buttons,Asteraceae,Leiocarpa,Vulnerable,Vulnerable
Leionema equestre,Kangaroo Island Phebalium,Rutaceae,Leionema,Endangered,Endangered
Leionema lachnaeoides,-,Rutaceae,Leionema,Endangered,Endangered
Leionema lamprophyllum subsp. fractum,-,Rutaceae,Leionema,Critically Endangered,Critically Endangered
Leionema obtusifolium,-,Rutaceae,Leionema,Vulnerable,Vulnerable
Leionema ralstonii,-,Rutaceae,Leionema,Vulnerable,Vulnerable
Leionema sympetalum,Rylstone Bell,Rutaceae,Leionema,Vulnerable,Vulnerable
Leionema westonii,-,Rutaceae,Leionema,Critically Endangered,Critically Endangered
Leioproctus douglasiellus,a short-tongued bee,Colletidae,Leioproctus,Critically Endangered,Critically Endangered
Leipoa ocellata,Malleefowl,Megapodiidae,Leipoa,Vulnerable,Vulnerable
Lemmaphyllum accedens,-,Polypodiaceae,Lemmaphyllum,Extinct,Extinct
Lenwebbia sp. Main Range (P.R.Sharpe+ 4877),-,Myrtaceae,Lenwebbia,Critically Endangered,Critically Endangered
Lepidium aschersonii,Spiny Peppercress,Brassicaceae,Lepidium,Vulnerable,Vulnerable
Lepidium drummondii,Drummond's Lepidium,Brassicaceae,Lepidium,Extinct,Extinct
Lepidium ginninderrense,Ginninderra Peppercress,Brassicaceae,Lepidium,Vulnerable,Vulnerable
Lepidium hyssopifolium,"Basalt Pepper-cress, Peppercress, Rubble Pepper-cress, Pepperweed",Brassicaceae,Lepidium,Endangered,Endangered
Lepidium monoplocoides,Winged Pepper-cress,Brassicaceae,Lepidium,Endangered,Endangered
Lepidium peregrinum,Wandering Pepper-cress,Brassicaceae,Lepidium,Endangered,Endangered
Lepidium pseudopapillosum,Erect Pepper-cress,Brassicaceae,Lepidium,Vulnerable,Vulnerable
Lepidochelys olivacea,"Olive Ridley Turtle, Pacific Ridley Turtle",Cheloniidae,Lepidochelys,Endangered,Endangered
Lepidodactylus listeri,"Christmas Island Gecko, Lister's Gecko",Gekkonidae,Lepidodactylus,Critically Endangered,Critically Endangered
Lepidorrhachis mooreana,"Little Mountain Palm, Moorei Palm",Arecaceae,Lepidorrhachis,Critically Endangered,Critically Endangered
Lepidosperma rostratum,Beaked Lepidosperma,Cyperaceae,Lepidosperma,Endangered,Endangered
Leporillus apicalis,"Lesser Stick-nest Rat,Tjooyalpi, White-tailed Stick-nest Rat",Muridae,Leporillus,Extinct,Extinct
Leporillus conditor,"Wopilkara, Greater Stick-nest Rat",Muridae,Leporillus,Vulnerable,Vulnerable
Leptomeria dielsiana,Diels' Currant Bush,Santalaceae,Leptomeria,Vulnerable,Vulnerable
Leptospermum deanei,Deane's Tea-tree,Myrtaceae,Leptospermum,Vulnerable,Vulnerable
Leptospermum thompsonii,Monga Tea-tree,Myrtaceae,Leptospermum,Vulnerable,Vulnerable
Lerista allanae,"Allan's Lerista, Retro Slider",Scincidae,Lerista,Endangered,Endangered
Lerista nevinae,Nevin's Slider,Scincidae,Lerista,Endangered,Endangered
Lerista vittata,"Mount Cooper Striped Skink, Mount Cooper Striped Lerista",Scincidae,Lerista,Vulnerable,Vulnerable
Leucocarbo atriceps nivalis,"Imperial Shag (Heard Island), Heard Shag",Phalacrocoracidae,Leucocarbo,Vulnerable,Vulnerable
Leucocarbo atriceps purpurascens,Imperial Shag (Macquarie Island),Phalacrocoracidae,Leucocarbo,Vulnerable,Vulnerable
Leucochrysum albicans subsp. tricolor,"Hoary Sunray, Grassland Paper-daisy",Asteraceae,Leucochrysum,Endangered,Endangered
Leucopatus anophthalmus,Blind Velvet Worm,Peripatopsidae,Leucopatus,Endangered,Endangered
Leucopogon confertus,Torrington Beard-heath,Epacridaceae,Leucopogon,Endangered,Endangered
Leucopogon cryptanthus,Small-flowered Leucopogon,Epacridaceae,Leucopogon,Extinct,Extinct
Leucopogon exolasius,Woronora Beard-heath,Epacridaceae,Leucopogon,Vulnerable,Vulnerable
Leucopogon gnaphalioides,Stirling Range Beard Heath,Epacridaceae,Leucopogon,Critically Endangered,Critically Endangered
Leucopogon marginatus,Thick-margined Leucopogon,Ericaceae,Leucopogon,Endangered,Endangered
Leucopogon nitidus,-,Ericaceae,Leucopogon,Endangered,Endangered
Leucopogon obtectus,Hidden Beard-heath,Ericaceae,Leucopogon,Endangered,Endangered
Leucopogon sp. Coolmunda (D.Halford Q1635),-,Ericaceae,Leucopogon,Endangered,Endangered
"Leucopogon sp. Flynn (F.Hort, J.Hort & A.Lowrie 859)",-,Ericaceae,Leucopogon,Critically Endangered,Critically Endangered
Leucopogon sp. Ongerup (A.S. George 16682),-,Ericaceae,Leucopogon,Vulnerable,Vulnerable
Leucopogon spectabilis,Ironstone Beard-heath,Epacridaceae,Leucopogon,Critically Endangered,Critically Endangered
Lewinia pectoralis clelandi,"Western Australian Lewin's Rail, Lewin's Rail (western)",Rallidae,Lewinia,Extinct,Extinct
Liasis olivaceus barroni,Olive Python (Pilbara subspecies),Boidae,Liasis,Vulnerable,Vulnerable
Lichenostomus melanops cassidix,"Helmeted Honeyeater, Yellow-tufted Honeyeater (Helmeted)",Meliphagidae,Lichenostomus,Critically Endangered,Critically Endangered
Limonium australe var. baudinii,Baudin's Sea-lavender,Plumbaginaceae,Limonium,Vulnerable,Vulnerable
Limosa lapponica baueri,"Nunivak Bar-tailed Godwit, Western Alaskan Bar-tailed Godwit",Scolopacidae,Limosa,Vulnerable,Vulnerable
Limosa lapponica menzbieri,"Northern Siberian Bar-tailed Godwit, Russkoye Bar-tailed Godwit",Scolopacidae,Limosa,Critically Endangered,Critically Endangered
Limosella granitica,Granite Mudwort,Scrophulariaceae,Limosella,Vulnerable,Vulnerable
Lindsaea pulchella var. blanda,-,Lindsaeaceae,Lindsaea,Vulnerable,Vulnerable
Liopholis guthega,Guthega Skink,Scincidae,Liopholis,Endangered,Endangered
Liopholis kintorei,"Great Desert Skink, Tjakura, Warrarna, Mulyamiji",Scincidae,Liopholis,Vulnerable,Vulnerable
Liopholis montana,Mountain Skink,Scincidae,Liopholis,Endangered,Endangered
Liopholis pulchra longicauda,"Jurien Bay Skink, Jurien Bay Rock-skink",Scincidae,Liopholis,Vulnerable,Vulnerable
Liopholis slateri slateri,"Slater's Skink, Floodplain Skink",Scincidae,Liopholis,Endangered,Endangered
Lissolepis coventryi,"Swamp Skink, Eastern Mourning Skink",Scincidae,Lissolepis,Endangered,Endangered
Lissotes latidens,"Broad-toothed Stag Beetle, Wielangta Stag Beetle",Lucanidae,Lissotes,Endangered,Endangered
Litoria aurea,Green and Golden Bell Frog,Hylidae,Litoria,Vulnerable,Vulnerable
Litoria booroolongensis,Booroolong Frog,Hylidae,Litoria,Endangered,Endangered
Litoria castanea,"Yellow-spotted Tree Frog, Yellow-spotted Bell Frog",Hylidae,Litoria,Critically Endangered,Critically Endangered
Litoria daviesae,Davies' Tree Frog,Hylidae,Litoria,Vulnerable,Vulnerable
Litoria dayi,"Australian Lace-lid, Lace-eyed Tree Frog, Day's Big-eyed Treefrog",Hylidae,Litoria,Vulnerable,Vulnerable
Litoria kroombitensis,Kroombit Treefrog,Hylidae,Litoria,Critically Endangered,Critically Endangered
Litoria littlejohni,"Littlejohn's Tree Frog,  Heath Frog",Hylidae,Litoria,Endangered,Endangered
Litoria lorica,Armoured Mistfrog,Hylidae,Litoria,Critically Endangered,Critically Endangered
Litoria myola,Kuranda Tree Frog,Hylidae,Litoria,Critically Endangered,Critically Endangered
Litoria nyakalensis,"Mountain Mistfrog, Nyakala Frog",Hylidae,Litoria,Critically Endangered,Critically Endangered
Litoria olongburensis,Wallum Sedge Frog,Hylidae,Litoria,Vulnerable,Vulnerable
Litoria piperata,Peppered Tree Frog,Hylidae,Litoria,Vulnerable,Vulnerable
Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",Hylidae,Litoria,Vulnerable,Vulnerable
Litoria spenceri,Spotted Tree Frog,Hylidae,Litoria,Critically Endangered,Critically Endangered
Litoria verreauxii alpina,"Alpine Tree Frog, Verreaux's Alpine Tree Frog",Hylidae,Litoria,Vulnerable,Vulnerable
Litoria watsoni,Watson's Tree Frog,Hylidae,Litoria,Endangered,Endangered
Livistona lanuginosa,Waxy Cabbage Palm,Arecaceae,Livistona,Vulnerable,Vulnerable
Livistona mariae subsp. mariae,"Central Australian Cabbage Palm, Red Cabbage Palm",Arecaceae,Livistona,Endangered,Endangered
Lobelia claviflora,-,Campanulaceae,Lobelia,Critically Endangered,Critically Endangered
Lobelia gelida,-,Campanulaceae,Lobelia,Vulnerable,Vulnerable
Logania diffusa,-,Loganiaceae,Logania,Vulnerable,Vulnerable
Logania insularis,Kangaroo Island Logania,Loganiaceae,Logania,Vulnerable,Vulnerable
Lomatia tasmanica,King's Lomatia,Proteaceae,Lomatia,Critically Endangered,Critically Endangered
Lophochroa leadbeateri leadbeateri,"Major Mitchell's Cockatoo (eastern), Eastern Major Mitchell's Cockatoo",Cacatuidae,Lophochroa,Endangered,Endangered
Lucasium occultum,"Yellow-snouted Gecko, Yellow-snouted Ground Gecko",Diplodactylidae,Lucasium,Endangered,Endangered
Lychnothamnus barbatus,a green alga,Characeae,Lychnothamnus,Endangered,Endangered
Lycopodium volubile,-,Lycopodiaceae,Lycopodium,Extinct,Extinct
Lysiosepalum abollatum,Woolly Lysiosepalum,Sterculiaceae,Lysiosepalum,Critically Endangered,Critically Endangered
Macadamia integrifolia,"Macadamia Nut, Queensland Nut Tree, Smooth-shelled Macadamia, Bush Nut, Nut Oak",Proteaceae,Macadamia,Vulnerable,Vulnerable
Macadamia jansenii,"Bulberin Nut, Bulburin Nut Tree",Proteaceae,Macadamia,Endangered,Endangered
Macadamia ternifolia,"Small-fruited Queensland Nut, Gympie Nut",Proteaceae,Macadamia,Vulnerable,Vulnerable
Macadamia tetraphylla,"Rough-shelled Bush Nut, Macadamia Nut, Rough-shelled Macadamia, Rough-leaved Queensland Nut",Proteaceae,Macadamia,Vulnerable,Vulnerable
Macarthuria keigheryi,Keighery's Macarthuria,Molluginaceae,Macarthuria,Endangered,Endangered
Maccullochella ikei,"Clarence River Cod, Eastern Freshwater Cod",Percichthyidae,Maccullochella,Endangered,Endangered
Maccullochella macquariensis,Trout Cod,Percichthyidae,Maccullochella,Endangered,Endangered
Maccullochella mariensis,Mary River Cod,Percichthyidae,Maccullochella,Endangered,Endangered
Maccullochella peelii,Murray Cod,Percichthyidae,Maccullochella,Vulnerable,Vulnerable
Macquaria australasica,Macquarie Perch,Percichthyidae,Macquaria,Endangered,Endangered
Macroderma gigas,Ghost Bat,Megadermatidae,Macroderma,Vulnerable,Vulnerable
Macronectes giganteus,"Southern Giant-Petrel, Southern Giant Petrel",Procellariidae,Macronectes,Endangered,Endangered
Macronectes halli,Northern Giant Petrel,Procellariidae,Macronectes,Vulnerable,Vulnerable
Macropteranthes montana,-,Combretaceae,Macropteranthes,Vulnerable,Vulnerable
Macrotis lagotis,Greater Bilby,Thylacomyidae,Macrotis,Vulnerable,Vulnerable
Macrotis leucura,"Yallara, Lesser Bilby, Djoonpi",Thylacomyidae,Macrotis,Extinct,Extinct
Macrozamia conferta,-,Zamiaceae,Macrozamia,Vulnerable,Vulnerable
Macrozamia cranei,-,Zamiaceae,Macrozamia,Endangered,Endangered
Macrozamia johnsonii,-,Zamiaceae,Macrozamia,Endangered,Endangered
Macrozamia lomandroides,cycad,Zamiaceae,Macrozamia,Endangered,Endangered
Macrozamia macdonnellii,MacDonnell Ranges Cycad,Zamiaceae,Macrozamia,Vulnerable,Vulnerable
Macrozamia machinii,-,Zamiaceae,Macrozamia,Vulnerable,Vulnerable
Macrozamia occidua,-,Zamiaceae,Macrozamia,Vulnerable,Vulnerable
Macrozamia parcifolia,-,Zamiaceae,Macrozamia,Vulnerable,Vulnerable
Macrozamia pauli-guilielmi,Pineapple Zamia,Zamiaceae,Macrozamia,Endangered,Endangered
Macrozamia platyrhachis,cycad,Zamiaceae,Macrozamia,Endangered,Endangered
Maireana cheelii,Chariot Wheels,Chenopodiaceae,Maireana,Vulnerable,Vulnerable
Malurus coronatus coronatus,Purple-crowned Fairy-wren (western),Maluridae,Malurus,Endangered,Endangered
Malurus leucopterus edouardi,"White-winged Fairy-wren (Barrow Island), Barrow Island Black-and-white Fairy-wren",Maluridae,Malurus,Vulnerable,Vulnerable
Malurus leucopterus leucopterus,"White-winged Fairy-wren (Dirk Hartog Island), Dirk Hartog Black-and-White Fairy-wren",Maluridae,Malurus,Vulnerable,Vulnerable
Manorina melanotis,Black-eared Miner,Meliphagidae,Manorina,Endangered,Endangered
Marattia salicina,"King Fern, Para, Potato Fern",Marattiaceae,Marattia,Endangered,Endangered
Marginaster littoralis,Derwent River Seastar,Poraniidae,Marginaster,Critically Endangered,Critically Endangered
Marianthus paralius,-,Pittosporaceae,Marianthus,Endangered,Endangered
Marsdenia brevifolia,-,Apocynaceae,Marsdenia,Vulnerable,Vulnerable
Marsdenia longiloba,Clear Milkvine,Apocynaceae,Marsdenia,Vulnerable,Vulnerable
Marsdenia paludicola,-,Apocynaceae,Marsdenia,Vulnerable,Vulnerable
Mastacomys fuscus mordicus,"Broad-toothed Rat (mainland), Tooarrana",Muridae,Mastacomys,Vulnerable,Vulnerable
Mathewsoconcha grayi ms,Gray's Helicarionid Land Snail,Helicarionidae,Mathewsoconcha,Critically Endangered,Critically Endangered
Mathewsoconcha phillipii,Phillip Island Helicarionid Land Snail,Helicarionidae,Mathewsoconcha,Critically Endangered,Critically Endangered
Mathewsoconcha suteri,Suter's Striped Glass-snail,Helicarionidae,Mathewsoconcha,Critically Endangered,Critically Endangered
Medicosma elliptica,-,Rutaceae,Medicosma,Vulnerable,Vulnerable
Medicosma obovata,-,Rutaceae,Medicosma,Vulnerable,Vulnerable
Megascolides australis,Giant Gippsland Earthworm,Megascolecidae,Megascolides,Vulnerable,Vulnerable
Melaleuca biconvexa,Biconvex Paperbark,Myrtaceae,Melaleuca,Vulnerable,Vulnerable
Melaleuca deanei,Deane's Melaleuca,Myrtaceae,Melaleuca,Vulnerable,Vulnerable
Melaleuca kunzeoides,-,Myrtaceae,Melaleuca,Vulnerable,Vulnerable
Melaleuca sciotostyla,Wongan Melaleuca,Myrtaceae,Melaleuca,Endangered,Endangered
Melaleuca sp. Wanneroo (G.J. Keighery 16705),-,Myrtaceae,Melaleuca,Endangered,Endangered
Melanodryas cucullata cucullata,"South-eastern Hooded Robin, Hooded Robin (south-eastern)",Petroicidae,Melanodryas,Endangered,Endangered
Melanodryas cucullata melvillensis,"Tiwi Islands Hooded Robin, Hooded Robin (Tiwi Islands)",Petroicidae,Melanodryas,Critically Endangered,Critically Endangered
Melanotaenia eachamensis,Lake Eacham Rainbowfish,Melanotaeniidae,Melanotaenia,Endangered,Endangered
Melanotaenia sp. nov. 'Malanda',Malanda Rainbowfish,Melanotaeniidae,Melanotaenia,Critically Endangered,Critically Endangered
Melichrus sp. Gibberagee (Benwell 97239),Narrow-leaf Melichrus,Ericaceae,Melichrus,Endangered,Endangered
Melichrus sp. Newfoundland State Forest (P.Gilmour 7852),Hairy Melichrus,Epacridaceae,Melichrus,Endangered,Endangered
Melicope littoralis,Shade Tree,Rutaceae,Melicope,Vulnerable,Vulnerable
Melicytus latifolius,Norfolk Island Mahoe,Violaceae,Melicytus,Critically Endangered,Critically Endangered
Melicytus ramiflorus subsp. oblongifolius,"Whiteywood, a tree",Violaceae,Melicytus,Vulnerable,Vulnerable
Melithreptus brevirostris magnirostris,Kangaroo Island Brown-headed Honeyeater,Meliphagidae,Melithreptus,Endangered,Endangered
Melomys rubicola,Bramble Cay Melomys,Muridae,Melomys,Extinct,Extinct
Meridolum maryae,"Maroubra Woodland Snail, Maroubra Land Snail",Camaenidae,Meridolum,Endangered,Endangered
Meryta angustifolia,Narrow-leaved Meryta,Araliaceae,Meryta,Vulnerable,Vulnerable
Meryta latifolia,"Shade Tree, Broad-leaved Meryta",Araliaceae,Meryta,Critically Endangered,Critically Endangered
Mesembriomys gouldii gouldii,"Black-footed Tree-rat (Kimberley and mainland Northern Territory), Djintamoonga, Manbul",Muridae,Mesembriomys,Endangered,Endangered
Mesembriomys gouldii melvillensis,Black-footed Tree-rat (Melville Island),Muridae,Mesembriomys,Vulnerable,Vulnerable
Mesembriomys gouldii rattoides,"Black-footed Tree-rat (north Queensland), Shaggy Rabbit-rat",Muridae,Mesembriomys,Vulnerable,Vulnerable
Mesodontrachia fitzroyana,Fitzroy Land Snail,Camaenidae,Mesodontrachia,Endangered,Endangered
Microcarpaea agonis,-,Scrophulariaceae,Microcarpaea,Endangered,Endangered
Microcorys eremophiloides,Wongan Microcorys,Lamiaceae,Microcorys,Vulnerable,Vulnerable
Microlepidium alatum,-,Brassicaceae,Microlepidium,Vulnerable,Vulnerable
Micromyrtus blakelyi,-,Myrtaceae,Micromyrtus,Vulnerable,Vulnerable
Micromyrtus grandis,-,Myrtaceae,Micromyrtus,Endangered,Endangered
Micromyrtus minutiflora,-,Myrtaceae,Micromyrtus,Vulnerable,Vulnerable
Micropathus kiernani,"Francistown Cave Cricket, Southern sandstone cave cricket",Rhaphidophoridae,Micropathus,Critically Endangered,Critically Endangered
Microtis angusii,Angus's Onion Orchid,Orchidaceae,Microtis,Endangered,Endangered
Microtis globula,South-Coast Mignonette Orchid,Orchidaceae,Microtis,Vulnerable,Vulnerable
Milyeringa veritas,"Cape Range Cave Gudgeon, Blind Gudgeon",Eleotridae,Milyeringa,Vulnerable,Vulnerable
Miniopterus orianae bassanii,Southern Bent-wing Bat,Miniopteridae,Miniopterus,Critically Endangered,Critically Endangered
Minuria tridens,Minnie Daisy,Asteraceae,Minuria,Vulnerable,Vulnerable
Mirafra javanica melvillensis,Horsfield's Bushlark (Tiwi Islands),Alaudidae,Mirafra,Vulnerable,Vulnerable
Mirounga leonina,Southern Elephant Seal,Phocidae,Mirounga,Vulnerable,Vulnerable
Mitrantia bilocularis,-,Myrtaceae,Mitrantia,Critically Endangered,Critically Endangered
Mitrella tiwiensis,a vine,Annonaceae,Mitrella,Vulnerable,Vulnerable
Mixophyes balbus,"Stuttering Frog, Southern Barred Frog (in Victoria)",Myobatrachidae,Mixophyes,Vulnerable,Vulnerable
Mixophyes fleayi,Fleay's Frog,Myobatrachidae,Mixophyes,Endangered,Endangered
Mixophyes iteratus,"Giant Barred Frog, Southern Barred Frog",Myobatrachidae,Mixophyes,Vulnerable,Vulnerable
Moggridgea rainbowi,Kangaroo Island Micro-trapdoor Spider,Migidae,Moggridgea,Endangered,Endangered
Mogurnda clivicola,"Flinders Ranges Mogurnda, Flinders Ranges Purple-spotted Gudgeon",Eleotridae,Mogurnda,Vulnerable,Vulnerable
Monogramma dareicarpa,Grass Fern,Pteridaceae,Monogramma,Extinct,Extinct
Monotoca rotundifolia,Trailing Monotoca,Ericaceae,Monotoca,Endangered,Endangered
Mordacia praecox,"Non-parasitic Lamprey, Precocious Lamprey",Mordaciidae,Mordacia,Endangered,Endangered
