"Supplied Name","guid","scientificName","family","kingdom","vernacular","sourceStatus","status"
"Goodenia macbarronii","https://id.biodiversity.org.au/node/apni/2892886","Goodenia macbarronii","Goodeniaceae",,"Narrow Goodenia","Listed under FFG Act",""
"Marteena rubricincta","urn:lsid:biodiversity.org.au:afd.taxon:6685b1d5-72cd-447f-bccf-d736412c4cda","Marteena rubricincta","Cicadidae",,"Large Yellow-spotted Cicada","Endangered","Endangered"
"Trematodon mackayi","https://id.biodiversity.org.au/node/ausmoss/10121521","Trematodon mackayi","Bruchiaceae",,"Earth Moss","Poorly Known","Least Concern/Unknown"
"Cullen pallidum","https://id.biodiversity.org.au/node/apni/2914507","Cullen pallidum","Fabaceae",,"Woolly Scurf-pea","Endangered","Endangered"
"Pterostylis sp. aff. biseta (Pink Lakes)","https://id.biodiversity.org.au/name/apni/194757","Pterostylis sp. aff. biseta (Pink Lakes)","Orchidaceae",,"Mallee Rustyhood","Poorly Known","Least Concern/Unknown"
"Boronia pilosa subsp. parvidaemonis","https://id.biodiversity.org.au/node/apni/2888687","Boronia pilosa subsp. parvidaemonis","Rutaceae",,"Desert Boronia","Vulnerable","Endangered"
"Pimelea pagophila","https://id.biodiversity.org.au/node/apni/2894452","Pimelea pagophila","Thymelaeaceae",,"Grampians Rice-flower","Listed under FFG Act",""
"Deyeuxia decipiens","https://id.biodiversity.org.au/node/apni/2895432","Deyeuxia decipiens","Poaceae",,"Devious Bent-grass","Vulnerable","Endangered"
"Corunastylis nudiscapa","https://id.biodiversity.org.au/name/apni/170787","Corunastylis nudiscapa","Orchidaceae",,"Brownish Midge-orchid","Listed under FFG Act",""
"Tympanocryptis lineata lineata","ALA_Tympanocryptis_lineata_lineata","Tympanocryptis lineata lineata",,,"Lined Earless Dragon","Listed under FFG Act",""
"Corymbia gummifera","https://id.biodiversity.org.au/node/apni/2895049","Corymbia gummifera","Myrtaceae",,"Red bloodwood","Rare","Near Threatened"
"Acianthus collinus","https://id.biodiversity.org.au/name/apni/117330","Acianthus collinus","Orchidaceae",,"Hooded Mosquito-orchid","Listed under FFG Act",""
"Acacia leprosa (type variant)","https://id.biodiversity.org.au/node/apni/2905020","Acacia leprosa var. leprosa","Fabaceae",,"Eastern Cinnamon Wattle","Poorly Known","Least Concern/Unknown"
"Grevillea victoriae","https://id.biodiversity.org.au/node/apni/8487244","Grevillea victoriae","Proteaceae",,"Royal Grevillea","Rare","Near Threatened"
"Montia fontana subsp. amporitana","https://id.biodiversity.org.au/node/apni/2918213","Montia fontana subsp. amporitana","Portulacaceae",,"Water Blinks","Poorly Known","Least Concern/Unknown"
"Allocharopa erskinensis","urn:lsid:biodiversity.org.au:afd.taxon:02d1b447-3558-475b-80f0-769087c9553a","Allocharopa erskinensis","Charopidae",,"Land Snail","Vulnerable","Endangered"
"Najas marina","https://id.biodiversity.org.au/node/apni/2892038","Najas marina","Hydrocharitaceae",,"Prickly Naiad","Vulnerable","Endangered"
"Grevillea bedggoodiana","https://id.biodiversity.org.au/node/apni/2904773","Grevillea bedggoodiana","Proteaceae",,"Enfield Grevillea","Vulnerable","Endangered"
"Hypochrysops ignitus ignitus","urn:lsid:biodiversity.org.au:afd.taxon:d493a7c2-6227-4da7-8fee-3fa8a7c9188f","Hypochrysops ignitus ignitus","Lycaenidae",,"Fiery Jewel","Vulnerable","Endangered"
"Eucalyptus aff. goniocalyx (Brisbane Ranges)","https://id.biodiversity.org.au/node/apni/2897482","Eucalyptus goniocalyx","Myrtaceae",,"Gum-barked Bundy","Vulnerable","Endangered"
"Isolepis australiensis","https://id.biodiversity.org.au/node/apni/2890910","Isolepis australiensis","Cyperaceae",,"Inland Club-sedge","Poorly Known","Least Concern/Unknown"
"Schoenus ericetorum","https://id.biodiversity.org.au/node/apni/2906610","Schoenus ericetorum","Cyperaceae",,"Heathy Bog-sedge","Rare","Near Threatened"
"Caladenia sp. Kilsyth South (G.S.Lorimer 1253)","https://id.biodiversity.org.au/node/apni/2901710","Caladenia sp. Kilsyth South (G.S.Lorimer 1253)","Orchidaceae",,"Kilsyth South Spider-orchid","Endangered","Endangered"
"Ballantinia antipoda","https://id.biodiversity.org.au/node/apni/8441814","Ballantinia antipoda","Brassicaceae",,"Southern Shepherd's Purse","Listed under FFG Act",""
"Nycticorax caledonicus australasiae","urn:lsid:biodiversity.org.au:afd.taxon:8c8e7d64-6cb8-4fe7-bf39-d1311542d556","Nycticorax caledonicus australasiae","Ardeidae",,"Nankeen Night Heron","Near Threatened","Near Threatened"
"Thelymitra longiloba","https://id.biodiversity.org.au/name/apni/162800","Thelymitra longiloba","Orchidaceae",,"Marsh Sun-orchid","Endangered","Endangered"
"Pellaea aff. paradoxa (Floating Islands)","https://id.biodiversity.org.au/node/apni/2917873","Pellaea paradoxa","Pteridaceae",,"Stony Rise Sickle-fern","Poorly Known","Least Concern/Unknown"
"Hemichroa diandra","https://id.biodiversity.org.au/node/apni/6888787","Surreya diandra","Amaranthaceae",,"Mallee Hemichroa","Listed under FFG Act",""
"Grammitis magellanica subsp. nothofageti","https://id.biodiversity.org.au/node/apni/7802349","Notogrammitis angustifolia subsp. nothofageti","Polypodiaceae",,"Beech Finger-fern","Vulnerable","Endangered"
"Sparganium subglobosum","https://id.biodiversity.org.au/node/apni/2889354","Sparganium subglobosum","Sparganiaceae",,"Floating Bur-reed","Poorly Known","Least Concern/Unknown"
"Biziura lobata","urn:lsid:biodiversity.org.au:afd.taxon:f249e02d-f73f-4884-8572-9f52a4492da2","Biziura lobata","Anatidae",,"Musk Duck","Vulnerable","Endangered"
"Corunastylis arrecta","https://id.biodiversity.org.au/name/apni/169030","Corunastylis arrecta","Orchidaceae",,"Erect Midge-orchid","Rare","Near Threatened"
"Carex capillacea","https://id.biodiversity.org.au/node/apni/2911264","Carex rara subsp. capillacea","Cyperaceae",,"Hair Sedge","Rare","Near Threatened"
"Balaenoptera borealis","urn:lsid:biodiversity.org.au:afd.taxon:7487f1a7-d213-46be-ac63-36e1a5021b31","Balaenoptera borealis","Balaenopteridae",,"Sei Whale","Data Deficient or Delisted","Least Concern/Unknown"
"Marsilea mutica","https://id.biodiversity.org.au/node/apni/2919300","Marsilea mutica","Marsileaceae",,"Nardoo","Poorly Known","Least Concern/Unknown"
"Pomaderris sericea","https://id.biodiversity.org.au/node/apni/2914940","Pomaderris sericea","Rhamnaceae",,"Bent Pomaderris","Listed under FFG Act",""
"Olearia picridifolia","https://id.biodiversity.org.au/node/apni/2918026","Olearia picridifolia","Asteraceae",,"Rasp Daisy-bush","Vulnerable","Endangered"
"Hemichroa diandra","https://id.biodiversity.org.au/node/apni/6888787","Surreya diandra","Amaranthaceae",,"Mallee Hemichroa","Endangered","Endangered"
"Chelodina (Macrochelodina) expansa","urn:lsid:biodiversity.org.au:afd.taxon:fc7d0724-a243-4c23-a3bc-8a24f53a2059","Chelodina (Macrochelodina) expansa","Chelidae",,"Broad-shelled Turtle","Listed under FFG Act",""
"Calochilus sp. aff. campestris (Moondarra)","ALA_Calochilus_sp_aff_campestris_Moondarra","Calochilus sp. aff. campestris (Moondarra)",,,"Moondarra Beard-orchid","Poorly Known","Least Concern/Unknown"
"Lerista muelleri","urn:lsid:biodiversity.org.au:afd.taxon:238e0f3a-5b2c-42b6-8d1b-a98be3be10ec","Lerista muelleri","Scincidae",,"Wood Mulch-slider","Listed under FFG Act",""
"Caladenia sp. aff. rosella (Violet Town)","https://id.biodiversity.org.au/name/apni/194067","Caladenia sp. aff. rosella (Violet Town)","Orchidaceae",,"Violet Town Spider-orchid","Listed under FFG Act",""
"Senecio nigrapicus","https://id.biodiversity.org.au/node/apni/2903829","Senecio nigrapicus","Asteraceae",,"Black-tip Fireweed","Rare","Near Threatened"
"Caladenia audasii","https://id.biodiversity.org.au/node/apni/2886433","Caladenia audasii","Orchidaceae",,"McIvor Spider Orchid","Listed under FFG Act",""
"Engaeus rostrogaleatus","urn:lsid:biodiversity.org.au:afd.taxon:13abdfa3-3ebe-4f18-b725-5b3c05072fdd","Engaeus rostrogaleatus","Parastacidae",,"Strzelecki Burrowing Cray","Endangered","Endangered"
"Carex archeri","https://id.biodiversity.org.au/node/apni/2890642","Carex archeri","Cyperaceae",,"Archer's Sedge","Vulnerable","Endangered"
"Gompholobium inconspicuum","https://id.biodiversity.org.au/node/apni/2900638","Gompholobium inconspicuum","Fabaceae",,"Creeping Wedge-pea","Rare","Near Threatened"
"Schoenoplectus dissachanthus","https://id.biodiversity.org.au/node/apni/7125108","Schoenoplectiella dissachantha","Cyperaceae",,"Blunt Club-sedge","Endangered","Endangered"
"Caladenia stricta","https://id.biodiversity.org.au/name/apni/92422","Caladenia stricta","Orchidaceae",,"Rigid-combed Spider-orchid","Vulnerable","Endangered"
"Grevillea polychroma","https://id.biodiversity.org.au/node/apni/2911353","Grevillea polychroma","Proteaceae",,"Royal Grevillea","Rare","Near Threatened"
"Trematodon mackayii","https://id.biodiversity.org.au/node/ausmoss/10121521","Trematodon mackayi","Bruchiaceae",,"Earth Moss","Poorly Known","Least Concern/Unknown"
"Leucopogon juniperinus","https://id.biodiversity.org.au/taxon/apni/51311073","Leucopogon juniperinus","Ericaceae",,"Juniper-leaved Leucopogon","Poorly Known","Least Concern/Unknown"
"Eragrostis leptocarpa","https://id.biodiversity.org.au/node/apni/2919597","Eragrostis leptocarpa","Poaceae",,"Drooping Lovegrass","Poorly Known","Least Concern/Unknown"
"Pottia sp. (Underbool)","ALA_Pottia_sp_Underbool","Pottia sp. (Underbool)",,,"Pottia","Poorly Known","Least Concern/Unknown"
"Juncus revolutus","https://id.biodiversity.org.au/node/apni/2914667","Juncus revolutus","Juncaceae",,"Creeping Rush","Rare","Near Threatened"
"Prasophyllum morganii","https://id.biodiversity.org.au/node/apni/2889588","Prasophyllum morganii","Orchidaceae",,"Cobungra Leek Orchid","Presumed Extinct","Extinct"
"Antipodia atralba","urn:lsid:biodiversity.org.au:afd.taxon:155329f2-25a7-42d9-844c-19f50f9257a8","Antipodia atralba","Hesperiidae",,"Black And White Skipper","Listed under FFG Act",""
"Alternanthera sp. 1 (Plains)","ALA_Alternanthera_sp_1_Plains","Alternanthera sp. 1 (Plains)",,,"Plains Joyweed","Poorly Known","Least Concern/Unknown"
"Senecio behrianus","https://id.biodiversity.org.au/node/apni/2898428","Senecio behrianus","Asteraceae",,"Behr's Groundsel","Endangered","Endangered"
"Grevillea brevifolia","https://id.biodiversity.org.au/node/apni/2894122","Grevillea brevifolia","Proteaceae",,"Cobberas Grevillea","Rare","Near Threatened"
"Millotia macrocarpa","https://id.biodiversity.org.au/node/apni/2913297","Millotia macrocarpa","Asteraceae",,"Large-fruited Millotia","Rare","Near Threatened"
"Trachyloma planifolium","https://id.biodiversity.org.au/node/ausmoss/10120557","Trachyloma planifolium","Trachylomataceae",,"Trachyloma","Rare","Near Threatened"
"Planigale gilesi","urn:lsid:biodiversity.org.au:afd.taxon:3337f2db-ec0d-4350-a9a2-a0ce777d82fc","Planigale gilesi","Dasyuridae",,"Paucident Planigale","Listed under FFG Act",""
"Sclerolaena decurrens","https://id.biodiversity.org.au/node/apni/2893966","Sclerolaena decurrens","Chenopodiaceae",,"Green Copperburr","Vulnerable","Endangered"
"Philotheca virgata","https://id.biodiversity.org.au/node/apni/2909527","Philotheca virgata","Rutaceae",,"Tasmanian Waxflower","Vulnerable","Endangered"
"Eucalyptus serraensis","https://id.biodiversity.org.au/node/apni/2888686","Eucalyptus serraensis","Myrtaceae",,"Grampians Gum","Rare","Near Threatened"
"Brachyscome gracilis","https://id.biodiversity.org.au/taxon/apni/51267828","Brachyscome gracilis","Asteraceae",,"Dookie Daisy","Vulnerable","Endangered"
"Psophodes (Phodopses) nigrogularis","urn:lsid:biodiversity.org.au:afd.taxon:e230b7a0-8581-4afe-8c30-caa98497749e","Psophodes (Phodopses) nigrogularis","Psophodidae",,"Western Whipbird","Critically Endangered","Endangered"
"Cardamine moirensis","https://id.biodiversity.org.au/node/apni/2899602","Cardamine moirensis","Brassicaceae",,"Riverina Bitter-cress","Rare","Near Threatened"
"Thelymitra x chasmogama","https://id.biodiversity.org.au/name/apni/124325","Thelymitra x chasmogama","Orchidaceae",,"Globe-hood Sun Orchid","Vulnerable","Endangered"
"Eucalyptus denticulata x viminalis subsp. viminalis","ALA_Eucalyptus_denticulata_x_viminalis_subsp_viminalis","Eucalyptus denticulata x viminalis subsp. viminalis",,,"Errinundra Shining Gum X Manna Gum Hybrid","Rare","Near Threatened"
"Stemodia glabella","https://id.biodiversity.org.au/node/apni/2898270","Stemodia glabella","Plantaginaceae",,"Bluerod","Poorly Known","Least Concern/Unknown"
"Dodonaea heteromorpha","https://id.biodiversity.org.au/node/apni/2912016","Dodonaea heteromorpha","Sapindaceae",,"Maple-fruited Hop-bush","Presumed Extinct","Extinct"
"Bidyanus bidyanus","urn:lsid:biodiversity.org.au:afd.taxon:05866f31-1adb-4709-91f4-41dbff54459f","Bidyanus bidyanus","Terapontidae",,"Silver Perch","Listed under FFG Act",""
"Acacia maidenii","https://id.biodiversity.org.au/node/apni/2902288","Acacia maidenii","Fabaceae",,"Maiden's Wattle","Endangered","Endangered"
"Nematolepis squamea subsp. coriacea","https://id.biodiversity.org.au/node/apni/2901355","Nematolepis squamea subsp. coriacea","Rutaceae",,"Harsh Nematolepis","Vulnerable","Endangered"
"Telaranea pulcherrima","https://id.biodiversity.org.au/node/ausmoss/2909158","Telaranea pulcherrima","Lepidoziaceae",,"Threadwort","Vulnerable","Endangered"
"Neophema (Neophema) splendida","urn:lsid:biodiversity.org.au:afd.taxon:c7f54244-9c27-4d8b-bf56-cbc672442d34","Neophema (Neophema) splendida","Psittacidae",,"Scarlet-chested Parrot","Vulnerable","Endangered"
"Frullania victoriensis","https://id.biodiversity.org.au/node/ausmoss/2894624","Frullania victoriensis","Frullaniaceae",,"Scalewort","Poorly Known","Least Concern/Unknown"
"Euryomyrtus ramosissima subsp. prostrata","https://id.biodiversity.org.au/node/apni/2904114","Euryomyrtus ramosissima subsp. prostrata","Myrtaceae",,"Nodding Baeckea","Rare","Near Threatened"
"Pseudanthus orbicularis","https://id.biodiversity.org.au/node/apni/2895611","Pseudanthus orbicularis","Euphorbiaceae",,"Tangled Pseudanthus","Rare","Near Threatened"
"Schoenus lepidosperma subsp. pachylepis","https://id.biodiversity.org.au/node/apni/2918465","Schoenus lepidosperma subsp. pachylepis","Cyperaceae",,"Slender Bog-sedge","Rare","Near Threatened"
"Hibbertia diffusa","https://id.biodiversity.org.au/node/apni/2897085","Hibbertia diffusa","Dilleniaceae",,"Wedge Guinea Flower","Rare","Near Threatened"
"Abutilon malvifolium","https://id.biodiversity.org.au/node/apni/2887438","Abutilon malvifolium","Malvaceae",,"Mallow-leaf Lantern-flower","Endangered","Endangered"
"Ophioglossum reticulatum","https://id.biodiversity.org.au/node/apni/2888811","Ophioglossum reticulatum","Ophioglossaceae",,"Stalked Adder's-tongue","Rare","Near Threatened"
"Agrostis thompsoniae","https://id.biodiversity.org.au/node/apni/2887281","Agrostis thompsoniae","Poaceae",,"Alpine Bent","Poorly Known","Least Concern/Unknown"
"Muehlenbeckia gracillima","https://id.biodiversity.org.au/node/apni/2894132","Muehlenbeckia gracillima","Polygonaceae",,"Slender Lignum","Endangered","Endangered"
"Gompholobium glabratum","https://id.biodiversity.org.au/node/apni/2898658","Gompholobium glabratum","Fabaceae",,"Dainty Wedge Pea","Rare","Near Threatened"
"Grevillea dryophylla","https://id.biodiversity.org.au/node/apni/2913082","Grevillea dryophylla","Proteaceae",,"Goldfields Grevillea","Rare","Near Threatened"
"Prasophyllum anticum","https://id.biodiversity.org.au/name/apni/205751","Prasophyllum anticum","Orchidaceae",,"Pretty Leek-orchid","Endangered","Endangered"
"Todiramphus pyrropygia pyrropygia","ALA_Todiramphus_pyrropygia_pyrropygia","Todiramphus pyrropygia pyrropygia",,,"Red-backed Kingfisher","Near Threatened","Near Threatened"
"Uperoleia rugosa","urn:lsid:biodiversity.org.au:afd.taxon:b5e6d104-a00d-4071-bdee-4554121ca5a5","Uperoleia rugosa","Myobatrachidae",,"Wrinkled Toadlet","Vulnerable","Endangered"
"Cyperus unioloides","https://id.biodiversity.org.au/node/apni/2895262","Cyperus unioloides","Cyperaceae",,"Mussel Flat-sedge","Presumed Extinct","Extinct"
"Eucryphia moorei","https://id.biodiversity.org.au/node/apni/2905724","Eucryphia moorei","Cunoniaceae",,"Acacia Plum","Vulnerable","Endangered"
"Schoenus imberbis","https://id.biodiversity.org.au/node/apni/2917441","Schoenus imberbis","Cyperaceae",,"Beardless Bog-rush","Rare","Near Threatened"
"Schoenus turbinatus","https://id.biodiversity.org.au/node/apni/2907193","Schoenus turbinatus","Cyperaceae",,"Top Bog-sedge","Rare","Near Threatened"
"Acacia phlebophylla","https://id.biodiversity.org.au/node/apni/2890199","Acacia phlebophylla","Fabaceae",,"Buffalo Sallow Wattle","Listed under FFG Act",""
"Carex cephalotes","https://id.biodiversity.org.au/node/apni/2892693","Carex pyrenaica var. cephalotes","Cyperaceae",,"Snow Sedge","Listed under FFG Act",""
"Beyeria viscosa","https://id.biodiversity.org.au/node/apni/2886585","Beyeria viscosa","Euphorbiaceae",,"Pinkwood","Rare","Near Threatened"
"Asperula gemella","https://id.biodiversity.org.au/node/apni/2919536","Asperula gemella","Rubiaceae",,"Twin Leaved Bedstraw","Rare","Near Threatened"
"Morelia spilota spilota","urn:lsid:biodiversity.org.au:afd.taxon:8ee87cd8-b82b-45d1-aa78-a1a6f4843f26","Morelia spilota spilota","Pythonidae",,"Diamond Python","Endangered","Endangered"
"Haloragis eichleri","https://id.biodiversity.org.au/node/apni/2890911","Haloragis eichleri","Haloragaceae",,"Eichler's Raspwort","Vulnerable","Endangered"
"Pomaderris sericea","https://id.biodiversity.org.au/node/apni/2914940","Pomaderris sericea","Rhamnaceae",,"Bent Pomaderris","Vulnerable","Endangered"
"Pseudomys fumeus","urn:lsid:biodiversity.org.au:afd.taxon:c8ba3449-d6f3-405a-9c8a-7b4db471c52a","Pseudomys fumeus","Muridae",,"Smoky Mouse","Critically Endangered","Endangered"
"Lagorchestes leporides","urn:lsid:biodiversity.org.au:afd.taxon:ccfd6b96-08f2-4df7-bcf6-b0446971a3c1","Lagorchestes leporides","Macropodidae",,"Eastern Hare-wallaby","Extinct","Extinct"
"Atriplex acutibractea subsp. acutibractea","https://id.biodiversity.org.au/node/apni/2890807","Atriplex acutibractea subsp. acutibractea","Chenopodiaceae",,"Pointed Saltbush","Listed under FFG Act",""
"Austrofestuca littoralis","https://id.biodiversity.org.au/node/apni/2908237","Poa billardierei","Poaceae",,"Beach Fescue","Rare","Near Threatened"
"Maireana sedifolia","https://id.biodiversity.org.au/node/apni/8449736","Maireana sedifolia","Chenopodiaceae",,"Dense Bluebush","Rare","Near Threatened"
"Gobiomorphus coxii","urn:lsid:biodiversity.org.au:afd.taxon:dbd174ae-82aa-400f-871d-5f348e116e48","Gobiomorphus coxii","Eleotridae",,"Cox's Gudgeon","Endangered","Endangered"
"Schoenoplectus dissachanthus","https://id.biodiversity.org.au/node/apni/7125108","Schoenoplectiella dissachantha","Cyperaceae",,"Blunt Club-sedge","Listed under FFG Act",""
"Platylobium alternifolium","https://id.biodiversity.org.au/node/apni/2906015","Platylobium alternifolium","Fabaceae",,"Victorian Flat-pea","Rare","Near Threatened"
"Cyperus victoriensis","https://id.biodiversity.org.au/node/apni/2910074","Cyperus victoriensis","Cyperaceae",,"Yelka","Poorly Known","Least Concern/Unknown"
"Galaxiella pusilla","urn:lsid:biodiversity.org.au:afd.taxon:142a28c4-46f2-48c3-9f3f-de6f29193196","Galaxiella pusilla","Galaxiidae",,"Eastern Dwarf Galaxias","Vulnerable","Endangered"
"Pterostylis woollsii","https://id.biodiversity.org.au/name/apni/76094","Pterostylis woollsii","Orchidaceae",,"Long Tailed Greenhood","Endangered","Endangered"
"Olearia suffruticosa","https://id.biodiversity.org.au/node/apni/2911065","Olearia suffruticosa","Asteraceae",,"Clustered Daisy-bush","Vulnerable","Endangered"
"Panicum laevinode","https://id.biodiversity.org.au/node/apni/2915836","Panicum laevinode","Poaceae",,"Pepper Grass","Vulnerable","Endangered"
"Amaranthus grandiflorus","https://id.biodiversity.org.au/node/apni/2896785","Amaranthus grandiflorus","Amaranthaceae",,"Large-flower Amaranth","Vulnerable","Endangered"
"Brachyscome trachycarpa","https://id.biodiversity.org.au/node/apni/2912089","Brachyscome trachycarpa","Asteraceae",,"Inland Daisy","Vulnerable","Endangered"
"Canis lupus dingo","urn:lsid:biodiversity.org.au:afd.taxon:c2056f1b-fcde-45b9-904b-1cab280368d1","Canis familiaris","Canidae",,"Dingo","Data Deficient or Delisted","Least Concern/Unknown"
"Hovea magnibractea","https://id.biodiversity.org.au/node/apni/2901607","Hovea magnibractea","Fabaceae",,"Large-bract Hovea","Rare","Near Threatened"
"Swainsona greyana","https://id.biodiversity.org.au/node/apni/2897451","Swainsona greyana","Fabaceae",,"Darling Pea","Listed under FFG Act",""
"Theclinesthes albocinctus","urn:lsid:biodiversity.org.au:afd.taxon:1bbad45e-7f48-45e5-b5b9-2e9e6fdb8600","Theclinesthes albocinctus","Lycaenidae",,"Bitter-bush Blue","Listed under FFG Act",""
"Fissidens dealbatus","https://id.biodiversity.org.au/node/ausmoss/10079609","Fissidens dealbatus","Fissidentaceae",,"Nerveless Pocket-moss","Rare","Near Threatened"
"Sphaerolobium acanthos","https://id.biodiversity.org.au/node/apni/2897255","Sphaerolobium acanthos","Fabaceae",,"Grampians Globe-pea","Rare","Near Threatened"
"Austrogammarus australis","urn:lsid:biodiversity.org.au:afd.taxon:dd6dd982-9b25-4f8c-906e-9de67be17d80","Austrogammarus australis","Paramelitidae",,"Dandenong Freshwater Amphipod","Listed under FFG Act",""
"Ralpharia coccinea","urn:lsid:biodiversity.org.au:afd.taxon:8a765f47-2de6-4362-abd5-f6f9d133f0bd","Ralpharia coccinea","Tubulariidae",,"Stalked Hydroid Species","Listed under FFG Act",""
"Prasophyllum sp. aff. montanum A","https://id.biodiversity.org.au/name/apni/194428","Prasophyllum sp. aff. montanum A","Orchidaceae",,"Mountain Leek-orchid","Rare","Near Threatened"
"Lophoictinia isura","urn:lsid:biodiversity.org.au:afd.taxon:f6edc452-91de-4ab0-9cf6-49ca23b82995","Lophoictinia isura","Accipitridae",,"Square-tailed Kite","Vulnerable","Endangered"
"Hemiphlebia mirabilis","urn:lsid:biodiversity.org.au:afd.taxon:ba6a0ffa-2287-40c3-bd0f-e4f7caeb469e","Hemiphlebia mirabilis","Hemiphlebiidae",,"Ancient Greenling","Listed under FFG Act",""
"Dodonaea hexandra","https://id.biodiversity.org.au/node/apni/8493544","Dodonaea hexandra","Sapindaceae",,"Horned Hop-bush","Vulnerable","Endangered"
"Prasophyllum litorale","https://id.biodiversity.org.au/name/apni/117612","Prasophyllum litorale","Orchidaceae",,"Coastal Leek Orchid","Vulnerable","Endangered"
"Pseudoraphis paradoxa","https://id.biodiversity.org.au/node/apni/2901088","Pseudoraphis paradoxa","Poaceae",,"Slender Mud Grass","Listed under FFG Act",""
"Maccullochella peelii","urn:lsid:biodiversity.org.au:afd.taxon:a62a5c60-2058-40fe-8e97-2dc766b9b51a","Maccullochella peelii","Percichthyidae",,"Murray Cod","Endangered","Endangered"
"Lepidium pseudohyssopifolium","https://id.biodiversity.org.au/node/apni/2920422","Lepidium pseudohyssopifolium","Brassicaceae",,"Peppercress","Poorly Known","Least Concern/Unknown"
"Hibbertia hirticalyx","https://id.biodiversity.org.au/node/apni/2913886","Hibbertia hirticalyx","Dilleniaceae",,"Bass Guinea-flower","Rare","Near Threatened"
"Cyperus vaginatus","https://id.biodiversity.org.au/node/apni/2899286","Cyperus vaginatus","Cyperaceae",,"Flat-sedge","Presumed Extinct","Extinct"
"Anas (Spatula) rhynchotis","urn:lsid:biodiversity.org.au:afd.taxon:c3c32804-1bf0-4ff2-9205-d5695b2c34f8","Anas (Spatula) rhynchotis","Anatidae",,"Australasian Shoveler","Vulnerable","Endangered"
"Nannoperca obscura","urn:lsid:biodiversity.org.au:afd.taxon:acde8a8a-3154-4d39-baa1-54add67988a9","Nannoperca obscura","Percichthyidae",,"Yarra Pygmy Perch","Near Threatened","Near Threatened"
"Engaeus mallacoota","urn:lsid:biodiversity.org.au:afd.taxon:0584e3f4-14a7-4854-8ded-b395a6b8a9f9","Engaeus mallacoota","Parastacidae",,"Mallacoota Burrowing Cray","Listed under FFG Act",""
"Grevillea parvula","https://id.biodiversity.org.au/node/apni/2920751","Grevillea parvula","Proteaceae",,"Genoa Grevillea","Vulnerable","Endangered"
"Brachyscome willisii","https://id.biodiversity.org.au/node/apni/2890128","Brachyscome willisii","Asteraceae",,"Narrow-wing Daisy","Poorly Known","Least Concern/Unknown"
"Meesia triquetra","https://id.biodiversity.org.au/node/ausmoss/10096332","Meesia triquetra","Meesiaceae",,"Three-ranked Hump-moss","Poorly Known","Least Concern/Unknown"
"Pomaderris cotoneaster","https://id.biodiversity.org.au/node/apni/2910377","Pomaderris cotoneaster","Rhamnaceae",,"Cotoneaster Pomaderris","Endangered","Endangered"
"Ixobrychus dubius","urn:lsid:biodiversity.org.au:afd.taxon:96567379-2006-4846-aa11-fbed5306438b","Ixobrychus dubius","Ardeidae",,"Australian Little Bittern","Endangered","Endangered"
"Theclinesthes albocincta","urn:lsid:biodiversity.org.au:afd.taxon:1bbad45e-7f48-45e5-b5b9-2e9e6fdb8600","Theclinesthes albocinctus","Lycaenidae",,"Bitterbush Blue","Endangered","Endangered"
"Gynatrix macrophylla","https://id.biodiversity.org.au/node/apni/2919894","Gynatrix macrophylla","Malvaceae",,"Gippsland Hemp Bush","Rare","Near Threatened"
"Caladenia flavovirens","https://id.biodiversity.org.au/name/apni/119061","Caladenia flavovirens","Orchidaceae",,"Christmas Spider-orchid","Rare","Near Threatened"
"Acacia caerulescens","https://id.biodiversity.org.au/node/apni/2893725","Acacia caerulescens","Fabaceae",,"Buchan Blue","Listed under FFG Act",""
"Thelymitra luteocilium","https://id.biodiversity.org.au/name/apni/115792","Thelymitra luteocilium","Orchidaceae",,"Fringed Sun Orchid","Rare","Near Threatened"
"Thelymitra mucida","https://id.biodiversity.org.au/name/apni/116008","Thelymitra mucida","Orchidaceae",,"Plum Orchid","Vulnerable","Endangered"
"Swainsona sericea","https://id.biodiversity.org.au/node/apni/2906530","Swainsona sericea","Fabaceae",,"Silky Swainson-pea","Vulnerable","Endangered"
"Grevillea infecunda","https://id.biodiversity.org.au/node/apni/2910316","Grevillea infecunda","Proteaceae",,"Anglesea Grevillea","Vulnerable","Endangered"
"Argyrotegium mackayi","https://id.biodiversity.org.au/node/apni/2919003","Argyrotegium mackayi","Asteraceae",,"Silver Cudweed","Rare","Near Threatened"
"Acrodipsas aurata","urn:lsid:biodiversity.org.au:afd.taxon:dc7f9a86-72be-4104-a016-38b208e1d501","Acrodipsas aurata","Lycaenidae",,"Bronze Ant-blue","Data Deficient or Delisted","Least Concern/Unknown"
"Schoenus laevigatus","https://id.biodiversity.org.au/node/apni/2896265","Schoenus laevigatus","Cyperaceae",,"Short-leaf Bog-sedge","Poorly Known","Least Concern/Unknown"
"Pseudomys desertor","urn:lsid:biodiversity.org.au:afd.taxon:63adcf86-8158-462f-a6f6-6e37456360e2","Pseudomys desertor","Muridae",,"Desert Mouse","Regionally Extinct","Extinct"
"Fimbristylis aestivalis","https://id.biodiversity.org.au/node/apni/2908648","Fimbristylis aestivalis","Cyperaceae",,"Summer Fringe-rush","Poorly Known","Least Concern/Unknown"
"Caladenia australis","https://id.biodiversity.org.au/name/apni/119058","Caladenia australis","Orchidaceae",,"Southern Spider-orchid","Poorly Known","Least Concern/Unknown"
