"Supplied Name","guid","scientificName","family","kingdom","vernacular","sourceStatus","status"
"Epacris exserta","https://id.biodiversity.org.au/node/apni/2893201","Epacris exserta","Ericaceae",,"South Esk Heath","Endangered","Endangered"
"Orthoceras strictum","https://id.biodiversity.org.au/name/apni/56871","Orthoceras strictum","Orchidaceae",,"Horned Orchid","Rare","Near Threatened"
"Bolboschoenus caldwellii","https://id.biodiversity.org.au/node/apni/2889067","Bolboschoenus caldwellii","Cyperaceae",,"Marsh Club-rush","Rare","Near Threatened"
"Euphrasia scabra","http://id.biodiversity.org.au/node/apni/2903366","Euphrasia scabra","Scrophulariaceae",,"Rough Eyebright","Endangered","Endangered"
"Mirbelia oxylobioides","https://id.biodiversity.org.au/node/apni/2915142","Mirbelia oxylobioides","Fabaceae",,"Mountain Mirbelia","Vulnerable","Endangered"
"Allocasuarina crassa","https://id.biodiversity.org.au/node/apni/2886830","Allocasuarina crassa","Casuarinaceae",,"Cape Pillar Sheoak","Rare","Near Threatened"
"Acacia pataczekii","https://id.biodiversity.org.au/node/apni/2913609","Acacia pataczekii","Fabaceae",,"Pataczek's Wattle","Rare","Near Threatened"
"Veronica novae-hollandiae","https://id.biodiversity.org.au/node/apni/2902778","Veronica novae-hollandiae","Plantaginaceae",,"Coast Speedwell","Vulnerable","Endangered"
"Caladenia aurantiaca","https://id.biodiversity.org.au/name/apni/90650","Caladenia aurantiaca","Orchidaceae",,"Orange-tip Caladenia","Endangered","Endangered"
"Senecio georgianus","https://id.biodiversity.org.au/node/apni/2915181","Senecio georgianus","Asteraceae",,"grey fireweed","Extinct","Extinct"
"Veronica notabilis","https://id.biodiversity.org.au/node/apni/2890187","Veronica notabilis","Plantaginaceae",,"Forest Speedwell","Extinct","Extinct"
"Hydrobiosella sagitta","urn:lsid:biodiversity.org.au:afd.taxon:8fd44450-7078-49ad-bcb6-cd6b9cc627b0","Hydrobiosella sagitta","Philopotamidae",,"Caddis Fly (st. Columba Falls)","Rare","Near Threatened"
"Millotia muelleri","https://id.biodiversity.org.au/node/apni/2907008","Millotia muelleri","Asteraceae",,"Common Bow-flower","Rare","Near Threatened"
"Discaria pubescens","https://id.biodiversity.org.au/node/apni/2889216","Discaria pubescens","Rhamnaceae",,"Australian Anchor Plant","Endangered","Endangered"
"Tasmaphena lamproides","urn:lsid:biodiversity.org.au:afd.taxon:b1c44e79-38e9-477d-9d4d-64a47453fdce","Austrorhytida lamproides","Rhytididae",,"Keeled Carnivorous Snail","Rare","Near Threatened"
"Caladenia prolata","https://id.biodiversity.org.au/name/apni/117378","Caladenia prolata","Orchidaceae",,"Fertile Finger-orchid","Endangered","Endangered"
"Senecio psilocarpus","https://id.biodiversity.org.au/node/apni/2892115","Senecio psilocarpus","Asteraceae",,"Smooth-fruited Groundsel","Endangered","Endangered"
"Wilsonia humilis","https://id.biodiversity.org.au/node/apni/2899432","Wilsonia humilis","Convolvulaceae",,"Silky Wilsonia","Rare","Near Threatened"
"Juncus amabilis","https://id.biodiversity.org.au/node/apni/2889171","Juncus amabilis","Juncaceae",,"Gentle Rush","Rare","Near Threatened"
"Macronectes halli","urn:lsid:biodiversity.org.au:afd.taxon:12d014fa-76a9-478d-8ad0-1b946baf0c38","Macronectes halli","Procellariidae",,"Northern Giant-petrel","Rare","Near Threatened"
"Grevillea australis","https://id.biodiversity.org.au/node/apni/2909993","Grevillea australis","Proteaceae",,"Alpine Grevillea","Rare","Near Threatened"
"Euphrasia gibbsiae subsp. wellingtonensis","https://id.biodiversity.org.au/node/apni/2914175","Euphrasia gibbsiae subsp. wellingtonensis","Scrophulariaceae",,"Mt Wellington Eyebright","Rare","Near Threatened"
"Carex longebrachiata","https://id.biodiversity.org.au/node/apni/2921148","Carex longebrachiata","Cyperaceae",,"Bergalia Tussock","Rare","Near Threatened"
"Theclinesthes serpentatus lavara","urn:lsid:biodiversity.org.au:afd.taxon:592fc9b0-907b-4fa7-aa0f-76d102750e75","Theclinesthes serpentatus lavara","Lycaenidae",,"Chequered Blue","Rare","Near Threatened"
"Charopidae ","urn:lsid:biodiversity.org.au:afd.taxon:03a8328e-979d-45bf-b285-07cdeaea8d1b","CHAROPIDAE","Charopidae",,"Skemps Snail","Rare","Near Threatened"
"Diuris palustris","https://id.biodiversity.org.au/name/apni/95892","Diuris palustris","Orchidaceae",,"Swamp Diuris","Endangered","Endangered"
"Acacia siculiformis","https://id.biodiversity.org.au/node/apni/2888960","Acacia siculiformis","Fabaceae",,"Creek Wattle","Rare","Near Threatened"
"Rytidosperma indutum","https://id.biodiversity.org.au/node/apni/2887798","Rytidosperma indutum","Poaceae",,"Tall Wallabygrass","Rare","Near Threatened"
"Centrolepis strigosa subsp. pulvinata","https://id.biodiversity.org.au/taxon/apni/51270510","Centrolepis strigosa subsp. pulvinata","Centrolepidaceae",,"Bassian Bristlewort","Rare","Near Threatened"
"Macronectes giganteus","urn:lsid:biodiversity.org.au:afd.taxon:df81ddc9-3b5e-43d1-b132-a16e58f142e5","Macronectes giganteus","Procellariidae",,"Southern Giant-petrel","Vulnerable","Endangered"
"Caladenia brachyscapa","https://id.biodiversity.org.au/name/apni/90700","Caladenia brachyscapa","Orchidaceae",,"Short Spider-orchid","Endangered","Endangered"
"Chrysocephalum baxteri","https://id.biodiversity.org.au/taxon/apni/51310407","Chrysocephalum baxteri","Asteraceae",,"Fringed Everlasting","Rare","Near Threatened"
"Lepidium flexicaule","https://id.biodiversity.org.au/node/apni/2892260","Lepidium flexicaule","Brassicaceae",,"Springy Peppercress","Rare","Near Threatened"
"Lythrum salicaria","https://id.biodiversity.org.au/node/apni/2902033","Lythrum salicaria","Lythraceae",,"Loosestrife","Vulnerable","Endangered"
"Onchotelson brevicaudatus","urn:lsid:biodiversity.org.au:afd.taxon:595180bc-a43f-437f-82ee-3d60a0e64a2f","Onchotelson brevicaudatus","Phreatoicidae",,"Isopod (great Lake & Shannon Lagoon)","Rare","Near Threatened"
"Leucopogon virgatus var. brevifolius","https://id.biodiversity.org.au/node/apni/2906323","Leucopogon virgatus var. brevifolius","Ericaceae",,"Common Beard-heath","Rare","Near Threatened"
"Geococcus pusillus","https://id.biodiversity.org.au/node/apni/2908386","Geococcus pusillus","Brassicaceae",,"Earth Cress","Rare","Near Threatened"
"Wilsonia rotundifolia","https://id.biodiversity.org.au/node/apni/2918079","Wilsonia rotundifolia","Convolvulaceae",,"Round-leaf Wilsonia","Rare","Near Threatened"
"Beddomeia hermansi","urn:lsid:biodiversity.org.au:afd.taxon:9c3318c6-3df5-49f4-afda-5ead519298d1","Beddomeia hermansi","Tateidae",,"Hydrobiid Snail (viking Creek)","Endangered","Endangered"
"Dasyurotaenia robusta","urn:lsid:biodiversity.org.au:afd.taxon:222f0a8a-9432-45bc-a779-b15ab8eb686b","Dasyurotaenia robusta","Dilepididae",,"Tapeworm (tasmanian Devil)","Rare","Near Threatened"
"Ranunculus pumilio var. pumilio","https://id.biodiversity.org.au/node/apni/2906486","Ranunculus pumilio var. pumilio","Ranunculaceae",,"Ferny Buttercup","Rare","Near Threatened"
"Myriophyllum muelleri","https://id.biodiversity.org.au/node/apni/2914998","Myriophyllum muelleri","Haloragaceae",,"Slender water-milfoil""","Rare","Near Threatened"
"Galium antarcticum","https://id.biodiversity.org.au/node/apni/2918931","Galium antarcticum","Rubiaceae",,"Subantarctic Bedstraw","Endangered","Endangered"
"Goedetrechus mendumae","urn:lsid:biodiversity.org.au:afd.taxon:9aa61b7e-553c-4078-a567-9327c9bf8de5","Goedetrechus mendumae","Carabidae",,"Cave Beetle (ida Bay)","Vulnerable","Endangered"
"Chenopodium erosum","https://id.biodiversity.org.au/node/apni/2890060","Chenopodium erosum","Chenopodiaceae",,"Papery Goosefoot","Extinct","Extinct"
"Beddomeia fromensis","urn:lsid:biodiversity.org.au:afd.taxon:df0d6c09-1b74-48fc-8310-a891c8d5f3c0","Beddomeia fromensis","Tateidae",,"Hydrobiid Snail (frome River)","Endangered","Endangered"
"Crassula moschata","https://id.biodiversity.org.au/node/apni/2901061","Crassula moschata","Crassulaceae",,"Musky Stonecrop","Rare","Near Threatened"
"Persoonia muelleri var. angustifolia","https://id.biodiversity.org.au/node/apni/2899701","Persoonia muelleri var. angustifolia","Proteaceae",,"Narrowleaf Geebung","Rare","Near Threatened"
"Beddomeia petterdi","urn:lsid:biodiversity.org.au:afd.taxon:fd8bf611-4b46-4a67-85f8-b536d74f2924","Beddomeia petterdi","Tateidae",,"Hydrobiid Snail (blyth River)","Endangered","Endangered"
"Echinodillo cavaticus","urn:lsid:biodiversity.org.au:afd.taxon:4819377e-1aea-424d-b3d2-d850217391d6","Echinodillo cavaticus","Armadillidae",,"Flinders Island Cave Slater","Rare","Near Threatened"
"Carex longebrachiata","https://id.biodiversity.org.au/node/apni/2921148","Carex longebrachiata","Cyperaceae",,"Bergalia Tussock","Rare","Near Threatened"
"Lepidosperma forsythii","https://id.biodiversity.org.au/node/apni/2919083","Lepidosperma forsythii","Cyperaceae",,"Large-flowered Rapier-sedge","Rare","Near Threatened"
"Thismia rodwayi","https://id.biodiversity.org.au/node/apni/8003914","Thismia rodwayi","Thismiaceae",,"Fairy Lantern","Rare","Near Threatened"
"Carex gunniana","https://id.biodiversity.org.au/node/apni/2917674","Carex gunniana","Cyperaceae",,"Mountain Sedge","Rare","Near Threatened"
"Beddomeia hallae","urn:lsid:biodiversity.org.au:afd.taxon:f93eb7dd-91c8-474c-8398-4c5e2b31c88c","Beddomeia hallae","Tateidae",,"Hydrobiid Snail (buttons Rivulet)","Endangered","Endangered"
"Epacris virgata","https://id.biodiversity.org.au/node/apni/2921230","Epacris virgata","Ericaceae",,"Dan Hill Heath","Vulnerable","Endangered"
"Pomaderris oraria subsp. oraria","https://id.biodiversity.org.au/node/apni/2895399","Pomaderris oraria subsp. oraria","Rhamnaceae",,"Bassian Dogwood","Rare","Near Threatened"
"Parmotrema crinitum","https://id.biodiversity.org.au/name/apni/130520","Parmotrema crinitum","Parmeliaceae",,"Parmotrema Lichen","Rare","Near Threatened"
"Galaxias fontanus","urn:lsid:biodiversity.org.au:afd.taxon:e34d1659-1a1b-4d85-842e-3665edf32938","Galaxias fontanus","Galaxiidae",,"Swan Galaxias","Endangered","Endangered"
"Asplenium trichomanes","https://id.biodiversity.org.au/node/apni/2896373","Asplenium trichomanes","Aspleniaceae",,"Common Spleenwort","Vulnerable","Endangered"
"Lachnagrostis robusta","https://id.biodiversity.org.au/node/apni/2918758","Lachnagrostis robusta","Poaceae",,"Salt Blowngrass","Rare","Near Threatened"
"Catadromus lacordairei","urn:lsid:biodiversity.org.au:afd.taxon:0a773517-1ae6-4af4-8824-57daf0afeefa","Catadromus lacordairei","Carabidae",,"Catadromus Carabid Beetle","Vulnerable","Endangered"
"Botrychium australe","https://id.biodiversity.org.au/node/apni/2903568","Botrychium australe","Ophioglossaceae",,"Austral Moonwort","Extinct","Extinct"
"Hypolepis distans","https://id.biodiversity.org.au/node/apni/2895360","Hypolepis distans","Dennstaedtiaceae",,"Scrambling Ground-fern","Endangered","Endangered"
"Brachyscome radicata","https://id.biodiversity.org.au/node/apni/2888102","Brachyscome radicata","Asteraceae",,"Spreading Daisy","Rare","Near Threatened"
"Paragalaxias eleotroides","urn:lsid:biodiversity.org.au:afd.taxon:013aaec6-a6ea-42fb-ac55-46928493aa50","Paragalaxias eleotroides","Galaxiidae",,"Great Lake Galaxias","Vulnerable","Endangered"
"Phoebetria fusca","urn:lsid:biodiversity.org.au:afd.taxon:24ee7add-91a1-498d-8090-bebe913a7969","Phoebetria fusca","Diomedeidae",,"Sooty Albatross","Rare","Near Threatened"
"Plantago gaudichaudii","https://id.biodiversity.org.au/node/apni/2887902","Plantago gaudichaudii","Plantaginaceae",,"Narrow Plantain","Vulnerable","Endangered"
"Isolepis habra","https://id.biodiversity.org.au/node/apni/2887740","Isolepis habra","Cyperaceae",,"Wispy Clubsedge","Rare","Near Threatened"
"Plantago debilis","https://id.biodiversity.org.au/node/apni/2906120","Plantago debilis","Plantaginaceae",,"Shade Plantain","Rare","Near Threatened"
"Ozothamnus reflexifolius","https://id.biodiversity.org.au/node/apni/2896450","Ozothamnus reflexifolius","Asteraceae",,"Reflexed Everlasting.","Vulnerable","Endangered"
"Hydrocotyle comocarpa","https://id.biodiversity.org.au/node/apni/2918331","Hydrocotyle comocarpa","Araliaceae",,"Fringe-fruit Pennywort","Rare","Near Threatened"
"Hypotrachyna immaculata","https://id.biodiversity.org.au/name/apni/132026","Hypotrachyna immaculata","Parmeliaceae",,,"Rare","Near Threatened"
"Pardalotus (Pardalotus) quadragintus","urn:lsid:biodiversity.org.au:afd.taxon:c8a7594b-1823-42a2-bdd4-8d8d7fefe3b1","Pardalotus (Pardalotus) quadragintus","Pardalotidae",,"Forty-spotted Pardalote","Endangered","Endangered"
"Lepilaena marina","https://id.biodiversity.org.au/taxon/apni/51294731","Althenia marina","Potamogetonaceae",,"Sea Water-mat","Rare","Near Threatened"
"Amelora acontistica","urn:lsid:biodiversity.org.au:afd.taxon:9ce13116-f92c-487b-86f8-4ed4be11ebad","Amelora acontistica","Geometridae",,"Chevron Looper Moth","Vulnerable","Endangered"
"Damasonium minus","https://id.biodiversity.org.au/node/apni/2888945","Damasonium minus","Alismataceae",,"Star Fruit","Rare","Near Threatened"
"Erioderma sorediatum","https://id.biodiversity.org.au/name/apni/137462","Erioderma sorediatum","Pannariaceae",,,"Endangered","Endangered"
"Euphrasia semipicta","https://id.biodiversity.org.au/node/apni/2905452","Euphrasia semipicta","Scrophulariaceae",,"Peninsula Eyebright","Endangered","Endangered"
"Schoenus brevifolius","https://id.biodiversity.org.au/node/apni/2904000","Schoenus brevifolius","Cyperaceae",,"Zigzag Bogsedge","Rare","Near Threatened"
"Utricularia australis","https://id.biodiversity.org.au/node/apni/2906724","Utricularia australis","Lentibulariaceae",,"Yellow Bladderwort","Rare","Near Threatened"
"Beddomeia fultoni","urn:lsid:biodiversity.org.au:afd.taxon:512cbc95-b038-4fed-802a-9ad10966e97e","Beddomeia fultoni","Tateidae",,"Hydrobiid Snail (farnhams Creek)","Endangered","Endangered"
"Caladenia congesta","https://id.biodiversity.org.au/name/apni/91004","Caladenia congesta","Orchidaceae",,"Black Tongue Caladenia","Endangered","Endangered"
"Thryptomene micrantha","https://id.biodiversity.org.au/node/apni/2901464","Thryptomene micrantha","Myrtaceae",,"Dotted Heath-myrtle","Vulnerable","Endangered"
"Stylidium perpusillum","https://id.biodiversity.org.au/node/apni/2892713","Stylidium perpusillum","Stylidiaceae",,"Slender (or Tiny) Trigger-plant","Rare","Near Threatened"
"Caladenia anthracina","https://id.biodiversity.org.au/node/apni/2907191","Caladenia anthracina","Orchidaceae",,"Black-tipped Spider-orchid","Endangered","Endangered"
"Beddomeia wiseae","urn:lsid:biodiversity.org.au:afd.taxon:7dce07f1-a831-4366-8a6f-3f0b0d541805","Beddomeia wiseae","Tateidae",,"Hydrobiid Snail (blizzards Creek)","Vulnerable","Endangered"
"Limonium baudinii","https://id.biodiversity.org.au/node/apni/2904341","Limonium australe var. baudinii","Plumbaginaceae",,"Baudin's Sea-lavender","Vulnerable","Endangered"
"Podiceps cristatus","urn:lsid:biodiversity.org.au:afd.taxon:1e83dc14-c640-4a6a-81ab-3c57723d7955","Podiceps cristatus","Podicipedidae",,"Great Crested Grebe","Vulnerable","Endangered"
"Megaptera novaeangliae","urn:lsid:biodiversity.org.au:afd.taxon:8472dd02-e960-4c15-8b06-5e3156c7b0c0","Megaptera novaeangliae","Balaenopteridae",,"Humpback Whale","Endangered","Endangered"
"Phrantela marginata","urn:lsid:biodiversity.org.au:afd.taxon:09fe1159-3d9e-497c-9b79-91328d816817","Phrantela marginata","Tateidae",,"Hydrobiid Snail (heazlewood River)","Rare","Near Threatened"
"Isoetes humilior","https://id.biodiversity.org.au/node/apni/2886566","Isoetes humilior","Isoetaceae",,"Veiled Quillwort","Rare","Near Threatened"
"Prasophyllum limnetes","https://id.biodiversity.org.au/name/apni/205755","Prasophyllum limnetes","Orchidaceae",,"Marsh Leek-orchid","Endangered","Endangered"
"Caladenia australis","https://id.biodiversity.org.au/name/apni/119058","Caladenia australis","Orchidaceae",,"Southern Spider-orchid","Endangered","Endangered"
"Thelymitra benthamiana","https://id.biodiversity.org.au/name/apni/96871","Thelymitra benthamiana","Orchidaceae",,"Blotched Sun Orchid","Endangered","Endangered"
"Acacia ulicifolia","https://id.biodiversity.org.au/node/apni/2907350","Acacia ulicifolia","Fabaceae",,"Juniper Wattle","Rare","Near Threatened"
"Hydrocotyle laxiflora","https://id.biodiversity.org.au/node/apni/2898015","Hydrocotyle laxiflora","Araliaceae",,"Shitweed","Endangered","Endangered"
"Menegazzia minuta","https://id.biodiversity.org.au/name/apni/179458","Menegazzia minuta","Hypogymniaceae",,,"Endangered","Endangered"
"Elaeocarpus reticulatus","https://id.biodiversity.org.au/node/apni/2915642","Elaeocarpus reticulatus","Elaeocarpaceae",,"Ash Quandong","Rare","Near Threatened"
"Acanthornis magna greeniana","urn:lsid:biodiversity.org.au:afd.taxon:3579635b-4804-4cfe-8748-5c679e67ac5c","Acanthornis magna greeniana","Acanthizidae",,"Scrubtit (king Island)","Endangered","Endangered"
"Leucopogon lanceolatus var. lanceolatus","ALA_Leucopogon_lanceolatus_var_lanceolatus","Leucopogon lanceolatus var. lanceolatus",,,"Lance Beardheath","Rare","Near Threatened"
"Acacia uncifolia","https://id.biodiversity.org.au/node/apni/2916270","Acacia uncifolia","Fabaceae",,"Coast Wirilda","Rare","Near Threatened"
"Callitriche sonderi","https://id.biodiversity.org.au/node/apni/2910015","Callitriche sonderi","Plantaginaceae",,"Matted Water-starwort","Rare","Near Threatened"
"Cystoseira trinodis","54103010","Cystoseira trinodis","Cystoseiraceae",,"Brown Alga","Rare","Near Threatened"
"Phyllangium distylis","https://id.biodiversity.org.au/node/apni/2914569","Phyllangium distylis","Loganiaceae",,"Tiny Mitrewort","Rare","Near Threatened"
"Galaxias johnstoni","urn:lsid:biodiversity.org.au:afd.taxon:0a02d098-7006-43a3-bc9d-1dbd846cf5ce","Galaxias johnstoni","Galaxiidae",,"Clarence Galaxias","Endangered","Endangered"
"Asperula subsimplex","https://id.biodiversity.org.au/node/apni/2904462","Asperula subsimplex","Rubiaceae",,"Water Woodruff","Rare","Near Threatened"
"Pomaderris phylicifolia","https://id.biodiversity.org.au/node/apni/2894843","Pomaderris phylicifolia","Rhamnaceae",,"Narrowleaf Dogwood","Rare","Near Threatened"
"Deyeuxia decipiens","https://id.biodiversity.org.au/node/apni/2895432","Deyeuxia decipiens","Poaceae",,"Devious Bent-grass","Rare","Near Threatened"
"Niveoscincus palfreymani","urn:lsid:biodiversity.org.au:afd.taxon:67926348-cdf6-472d-8d78-a9a0b17ee105","Carinascincus palfreymani","Scincidae",,"Pedra Branca Cool-skink","Endangered","Endangered"
"Aquila (Uroaetus) audax fleayi","urn:lsid:biodiversity.org.au:afd.taxon:43ac1449-41a7-4a69-a08e-84df877f8eaa","Aquila (Uroaetus) audax fleayi","Accipitridae",,"Wedge-tailed Eagle","Endangered","Endangered"
"Prasophyllum sp. Arthurs Lake","ALA_Prasophyllum_sp_Arthurs_Lake","Prasophyllum sp. Arthurs Lake",,,"Mountain Leek-orchid","Endangered","Endangered"
"Glycine latrobeana","https://id.biodiversity.org.au/node/apni/2892342","Glycine latrobeana","Fabaceae",,"Clover Glycine","Vulnerable","Endangered"
"Calystegia soldanella","https://id.biodiversity.org.au/node/apni/2910724","Calystegia soldanella","Convolvulaceae",,"Sea Bindweed","Rare","Near Threatened"
"Leucopogon esquamatus","https://id.biodiversity.org.au/node/apni/2910149","Leucopogon esquamatus","Ericaceae",,"Swamp Beard-Heath","Rare","Near Threatened"
"Olgania excavata","urn:lsid:biodiversity.org.au:afd.taxon:c0b78ee3-8bfd-447e-8715-7be23da7294e","Olgania excavata","Micropholcommatidae",,"Bubs Hill Micro Cave Spider","Rare","Near Threatened"
"Poranthera petalifera","https://id.biodiversity.org.au/node/apni/2892010","Poranthera petalifera","Phyllanthaceae",,"Mountain Poranthera","Vulnerable","Endangered"
"Amphibromus neesii","https://id.biodiversity.org.au/node/apni/2899764","Amphibromus neesii","Poaceae",,"Marsh brome grass","Rare","Near Threatened"
"Ranunculus jugosus","https://id.biodiversity.org.au/node/apni/2892054","Ranunculus jugosus","Ranunculaceae",,"Twinned Buttercup","Rare","Near Threatened"
"Thynninorchis huntiana","https://id.biodiversity.org.au/name/apni/178809","Thynninorchis huntiana","Orchidaceae",,"Elbow Orchid","Extinct","Extinct"
"Deyeuxia minor","https://id.biodiversity.org.au/node/apni/2910995","Deyeuxia minor","Poaceae",,"Small Bent Grass","Rare","Near Threatened"
"Pellaea calidirupium","https://id.biodiversity.org.au/node/apni/2897483","Pellaea calidirupium","Pteridaceae",,"Hotrock Fern","Rare","Near Threatened"
"Orites milliganii","https://id.biodiversity.org.au/node/apni/2915731","Orites milliganii","Proteaceae",,"Toothed Orites","Rare","Near Threatened"
"Hardenbergia violacea","https://id.biodiversity.org.au/node/apni/2894403","Hardenbergia violacea","Fabaceae",,"Coral-pea","Endangered","Endangered"
"Diomedea exulans","urn:lsid:biodiversity.org.au:afd.taxon:af9642fd-8d3f-45b2-8ad0-ff416a90ff3b","Diomedea exulans","Diomedeidae",,"Wandering Albatross","Endangered","Endangered"
"Lepidosperma tortuosum","https://id.biodiversity.org.au/node/apni/2917039","Lepidosperma tortuosum","Cyperaceae",,"Tortuous Rapier-sedge","Rare","Near Threatened"
"Beddomeia bowryensis","urn:lsid:biodiversity.org.au:afd.taxon:2759dd16-21bf-4bf9-ba5a-8e04a4aafda2","Beddomeia bowryensis","Tateidae",,"Hydrobiid Snail (bowry Creek)","Rare","Near Threatened"
"Caustis pentandra","https://id.biodiversity.org.au/node/apni/2893504","Caustis pentandra","Cyperaceae",,"Thick Twig-rush","Rare","Near Threatened"
"Caladenia aurantiaca","https://id.biodiversity.org.au/name/apni/90650","Caladenia aurantiaca","Orchidaceae",,"Orange-tip Caladenia","Endangered","Endangered"
"Epilobium pallidiflorum","https://id.biodiversity.org.au/node/apni/2894338","Epilobium pallidiflorum","Onagraceae",,"Showy Willow-herb","Rare","Near Threatened"
"Beddomeia tumida","urn:lsid:biodiversity.org.au:afd.taxon:4d8137a0-242b-4c30-9312-8d5529a63de2","Beddomeia tumida","Tateidae",,"Hydrobiid Snail (great Lake)","Endangered","Endangered"
"Pterostylis atriola","https://id.biodiversity.org.au/node/apni/2913515","Pterostylis atriola","Orchidaceae",,"Snug Greenhood","Rare","Near Threatened"
"Eubalaena australis","urn:lsid:biodiversity.org.au:afd.taxon:99e19958-7c6e-4f22-ad50-44027af1e418","Eubalaena australis","Balaenidae",,"Southern Right Whale","Endangered","Endangered"
"Xanthoparmelia vicariella","ALA_Xanthoparmelia_vicariella","Xanthoparmelia vicariella",,,,"Rare","Near Threatened"
"Tasmanipatus barretti","urn:lsid:biodiversity.org.au:afd.taxon:4c5230df-19fc-4628-906d-717e7386be08","Tasmanipatus barretti","Peripatopsidae",,"Giant Velvet Worm","Rare","Near Threatened"
"Zygophyllum billardierei","http://id.biodiversity.org.au/node/apni/2904544","Zygophyllum billardierei","Zygophyllaceae",,"Coast Twinleaf","Rare","Near Threatened"
"Caladenia tonellii","https://id.biodiversity.org.au/node/apni/2905250","Caladenia tonellii","Orchidaceae",,"Robust Fingers","Endangered","Endangered"
"Idacarabus cordicollis","urn:lsid:biodiversity.org.au:afd.taxon:bf60426f-c8de-4e95-a939-7e4c1944dc75","Idacarabus cordicollis","Carabidae",,"Cave Beetle (hastings Cave)","Rare","Near Threatened"
"Ballantinia antipoda","https://id.biodiversity.org.au/node/apni/8441814","Ballantinia antipoda","Brassicaceae",,"Southern Shepherd's Purse","Extinct","Extinct"
"Idacarabus troglodytes","urn:lsid:biodiversity.org.au:afd.taxon:b6639164-6079-4e5b-b369-70f831901bdd","Idacarabus troglodytes","Carabidae",,"Cave Beetle (precipitous Bluff)","Rare","Near Threatened"
"Stenopsychodes lineata","urn:lsid:biodiversity.org.au:afd.taxon:c2f24ba6-32e9-4cb9-8857-69da8e944f23","Stenopsychodes lineata","Stenopsychidae",,"Bluff Hill Creek Caddis Fly","Rare","Near Threatened"
"Triglochin mucronata","https://id.biodiversity.org.au/node/apni/2919554","Triglochin mucronata","Juncaginaceae",,"Prickly Arrowgrass","Endangered","Endangered"
"Conospermum hookeri","https://id.biodiversity.org.au/node/apni/2899049","Conospermum hookeri","Proteaceae",,"Tasmanian Smokebush","Vulnerable","Endangered"
"Pterostylis squamata","https://id.biodiversity.org.au/node/apni/2910874","Pterostylis arenicola","Orchidaceae",,"Ruddy Greenhood","Rare","Near Threatened"
"Beddomeia minima","urn:lsid:biodiversity.org.au:afd.taxon:e3267ebe-bcbd-4b6a-ac40-f47a4ff767ca","Beddomeia minima","Tateidae",,"Hydrobiid Snail (scottsdale)","Rare","Near Threatened"
"Baumea gunnii","https://id.biodiversity.org.au/node/apni/2909192","Baumea gunnii","Cyperaceae",,"Slender Twig-rush","Rare","Near Threatened"
"Beddomeia turnerae","urn:lsid:biodiversity.org.au:afd.taxon:ec411787-6fa5-4cd8-b7c6-88e213a5d46a","Beddomeia turnerae","Tateidae",,"Hydrobiid Snail (minnow River)","Rare","Near Threatened"
"Beddomeia fallax","urn:lsid:biodiversity.org.au:afd.taxon:f6ec255c-26e1-4ccf-94ba-c174a71c45c9","Beddomeia fallax","Tateidae",,"Hydrobiid Snail (heathcote Creek)","Rare","Near Threatened"
"Hoplogonus vanderschoori","urn:lsid:biodiversity.org.au:afd.taxon:5dbb895c-6c87-410e-8337-10425c78b10c","Hoplogonus vanderschoori","Lucanidae",,"Vanderschoor's Stag Beetle","Vulnerable","Endangered"
"Galaxias auratus","urn:lsid:biodiversity.org.au:afd.taxon:6dc47706-d939-403a-97ec-ad4af84bc462","Galaxias auratus","Galaxiidae",,"Golden Galaxias","Rare","Near Threatened"
"Stylidium despectum","https://id.biodiversity.org.au/node/apni/7984728","Stylidium despectum","Stylidiaceae",,"""Other common names: small triggerplant""","Rare","Near Threatened"
"Pterodroma (Pterodroma) lessonii","urn:lsid:biodiversity.org.au:afd.taxon:26d3eb54-da12-4d6b-9ec7-92d4f527494e","Pterodroma (Pterodroma) lessonii","Procellariidae",,"White-headed Petrel","Vulnerable","Endangered"
"Cyathodes platystoma","https://id.biodiversity.org.au/node/apni/2919447","Cyathodes platystoma","Ericaceae",,"Tall Cheeseberry","Rare","Near Threatened"
"Allanaspides hickmani","urn:lsid:biodiversity.org.au:afd.taxon:47646655-80a2-49a6-8eb0-7f79c4d1aa13","Allanaspides hickmani","Anaspidesidae",,"Syncarid Shrimp","Rare","Near Threatened"
"Sternula nereis nereis","urn:lsid:biodiversity.org.au:afd.taxon:e035bd09-bd96-4665-a18d-baf5381d743d","Sternula nereis nereis","Laridae",,"Fairy Tern","Vulnerable","Endangered"
"Marginaster littoralis","urn:lsid:biodiversity.org.au:afd.taxon:6edd73aa-56d6-4acd-81b2-a8bf5097d3a2","Marginaster littoralis","Poraniidae",,"Derwent River Seastar","Endangered","Endangered"
"Stackhousia subterranea","https://id.biodiversity.org.au/node/apni/2899907","Stackhousia subterranea","Celastraceae",,"Grassland Candles","Endangered","Endangered"
"Chorizandra enodis","https://id.biodiversity.org.au/node/apni/2906496","Chorizandra enodis","Cyperaceae",,"Black Bristle Rush","Endangered","Endangered"
"Mentha australis","https://id.biodiversity.org.au/node/apni/2903799","Mentha australis","Lamiaceae",,"Native Mint","Endangered","Endangered"
"Dromaius ater","urn:lsid:biodiversity.org.au:afd.taxon:2bcb389f-e2e3-49ac-9e88-f3e04ba7423b","Dromaius ater","Casuariidae",,"King Island Emu","Extinct","Extinct"
