id,taxonid,scientificName,taxonstatus,authority,taxonurl,taxonID,kingdom,class,family,vernacularName,scientificNameAuthorship,sourceStatus,Significant,status,Endemicity,EPBC Status
152461.0,100638.0,Euastacus maidae,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,33595.0,Animalia,Malacostraca,Parastacidae,,"(Riek, 1956)",CR,Y,Critically Endangered,Queensland Endemic,
152462.0,906515.0,Sarcochilus borealis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,7914.0,Plantae,Equisetopsida,Orchidaceae,,(Nicholls) M.A.Clem. & D.L.Jones,SL,Y,Special least concern,Queensland Endemic,
152471.0,140452.0,Pterostylis praetermissa,LC,QLD DEHP,https://bie.ala.org.au/species/https://id.biodiversity.org.au/name/apni/75322,7912.0,Plantae,Equisetopsida,Orchidaceae,,M.A.Clem. & D.L.Jones,SL,Y,Special least concern,Intranational,
152465.0,805372.0,Bulbophyllum elisae,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,13483.0,Plantae,Equisetopsida,Orchidaceae,pineapple orchid,(F.Muell.) Benth.,SL,Y,Special least concern,Intranational,
152466.0,353958.0,Microtis unifolia,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,14403.0,Plantae,Equisetopsida,Orchidaceae,common onion orchid,(G.Forst.) Rchb.f.,SL,Y,Special least concern,Not Endemic to Australia,
152467.0,35233.0,Hoplocephalus stephensii,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,481.0,Animalia,Reptilia,Elapidae,Stephens' banded snake,"Krefft, 1869",C,N,Least concern,Intranational,
152468.0,369254.0,Peristeranthus,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=21252,21252.0,Plantae,Equisetopsida,Orchidaceae,,,C,N,Least concern,Unknown,
152470.0,737233.0,Appendicula reflexa,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,12631.0,Plantae,Equisetopsida,Orchidaceae,,Blume,,N,,,
152469.0,840867.0,Spathoglottis paulinae,Near threatened,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12668,12668.0,Plantae,Equisetopsida,Orchidaceae,,F.Muell.,NT,Y,Near Threatened,Regional Endemic,
152464.0,400260.0,Caleana minor,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=8206,8206.0,Plantae,Equisetopsida,Orchidaceae,small duck orchid,R.Br.,SL,Y,Special least concern,Intranational,
152473.0,517089.0,Ranoidea kroombitensis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,,,,,,,,,,,
152475.0,136042.0,Cycas xipholepis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,5781.0,Plantae,Equisetopsida,Cycadaceae,,K.D.Hill,SL,Y,Special least concern,Queensland Endemic,
152476.0,134699.0,Cophixalus kulakula,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,34088.0,Animalia,Amphibia,Microhylidae,Kutini boulder-frog,"Hoskin & Aland, 2011",C,N,Least concern,Queensland Endemic,
152479.0,557326.0,Pterostylis revoluta,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,16348.0,Plantae,Equisetopsida,Orchidaceae,autumn greenhood,R.Br.,C,N,Least concern,,
152481.0,894156.0,Liparis bracteata,LC,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,13180.0,Plantae,Equisetopsida,Orchidaceae,,T.E.Hunt,C,N,Least concern,Queensland Endemic,
152482.0,140709.0,Dendrobium aphyllum,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,30798.0,Plantae,Equisetopsida,Orchidaceae,,(Roxb.) C.E.C.Fisch.,SL,Y,Special least concern,Regional Endemic,
152493.0,50718.0,Goodyera,Confidential,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=20788,20788.0,Plantae,Equisetopsida,Orchidaceae,,,,N,,,
152484.0,829502.0,Diuris luteola,LC,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,7945.0,Plantae,Equisetopsida,Orchidaceae,northern yellow donkeys tails,D.L.Jones & B.Gray,SL,Y,Special least concern,Queensland Endemic,
152488.0,577983.0,Thelymitra nuda,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,13081.0,Plantae,Equisetopsida,Orchidaceae,scented sun orchid,R.Br.,C,N,Least concern,,
152489.0,188491.0,Stiphodon pelewensis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,32228.0,Animalia,Actinopterygii,Gobiidae,Daintree cling goby,"Herre, 1936",V,Y,Vulnerable,Not Endemic to Australia,
152501.0,140284.0,Vanda,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=21710,21710.0,Plantae,Equisetopsida,Orchidaceae,,,C,N,Least concern,Unknown,
152491.0,503026.0,Petalura ingentissima,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,35260.0,Animalia,Insecta,Petaluridae,giant petaltail,"Tillyard, 1908",,N,,Queensland Endemic,
152492.0,12133.0,Stipiturus malachurus,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,1549.0,Animalia,Aves,Maluridae,southern emu-wren,"(Shaw, 1798)",V,Y,Vulnerable,Intranational,
152514.0,509797.0,Diuris punctata,LC Sensitive Species,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=17418,17418.0,Plantae,Equisetopsida,Orchidaceae,,Sm.,SL,Y,Special least concern,Intranational,
152495.0,33931.0,Phyllurus isis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,380.0,Animalia,Reptilia,Carphodactylidae,Mount Jukes broad-tailed gecko,"Couper, Covaevich & Moritz, 1993",V,Y,Vulnerable,Queensland Endemic,
152496.0,135856.0,Macrozamia viridis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,6482.0,Plantae,Equisetopsida,Zamiaceae,,D.L.Jones & P.I.Forst.,E,Y,Endangered,Intranational,
152497.0,378921.0,Drymoanthus,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=20636,20636.0,Plantae,Equisetopsida,Orchidaceae,,,C,N,Least concern,Unknown,
152498.0,829445.0,Dipodium hamiltonianum,LC Sensitive Species,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=14607,14607.0,Plantae,Equisetopsida,Orchidaceae,yellow hyacinth orchid,F.M.Bailey,SL,Y,Special least concern,Queensland Endemic,
152503.0,502724.0,Oreogrammitis reinwardtii,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,41726.0,Plantae,Equisetopsida,Polypodiaceae,,(Blume) Parris,V,Y,Vulnerable,Regional Endemic,Vulnerable
152504.0,702907.0,Selenotypus plumipes,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,29185.0,Animalia,Arachnida,Theraphosidae,,"Pocock, 1895",C,N,Least concern,Queensland Endemic,
152506.0,460952.0,Hypochrysops apollo,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,,,,,,,,,,,
152507.0,136191.0,Cycas desolata,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,6326.0,Plantae,Equisetopsida,Cycadaceae,,P.I.Forst.,V,Y,Vulnerable,Queensland Endemic,
152508.0,354686.0,Dryopteris sparsa,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,12039.0,Plantae,Equisetopsida,Dryopteridaceae,,(Buch.-Ham. ex D.Don) Kuntze,V,Y,Vulnerable,Regional Endemic,
152509.0,543010.0,Pachystoma pubescens,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,8553.0,Plantae,Equisetopsida,Orchidaceae,,Blume,V,Y,Vulnerable,Queensland Endemic,
152500.0,353959.0,Lyperanthus suaveolens,LC Sensitive Species,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12782,12782.0,Plantae,Equisetopsida,Orchidaceae,brown beaks,R.Br.,SL,Y,Special least concern,Intranational,
152511.0,142476.0,Pachystoma,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,21210.0,Plantae,Equisetopsida,Orchidaceae,,,C,N,Least concern,Unknown,
152513.0,899197.0,Phlegmariurus filiformis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,,,,,,,,,,,
152515.0,906512.0,Sarcochilus hirticalcar,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,8224.0,Plantae,Equisetopsida,Orchidaceae,harlequin orchid,(Dockrill) M.A.Clem. & B.J.Wallace,V,Y,Vulnerable,Queensland Endemic,Vulnerable
152517.0,138100.0,Asplenium wildii,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,,,,,,,,,,,
152518.0,136035.0,Cycas scratchleyana,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,30730.0,Plantae,Equisetopsida,Cycadaceae,,F.Muell.,SL,Y,Special least concern,Regional Endemic,
152521.0,24780.0,Cophixalus zweifeli,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,19463.0,Animalia,Amphibia,Microhylidae,Cape Melville boulderfrog,"Davies & McDonald, 1998",V,Y,Vulnerable,Queensland Endemic,
152537.0,427506.0,Didymoplexis pallens,Near threatened,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12844,12844.0,Plantae,Equisetopsida,Orchidaceae,crystal bells,Griff.,NT,Y,Near Threatened,Regional Endemic,
152523.0,140673.0,Hetaeria,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,20840.0,Plantae,Equisetopsida,Orchidaceae,,,,N,,Unknown,
152522.0,534394.0,Dendrobium teretifolium,Least concern,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=5671,,,,,,,,,,,
152525.0,882604.0,Chiloglottis sphyrnoides,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,7979.0,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones,V,Y,Vulnerable,Intranational,
152526.0,882561.0,Dendrobium brevicaudum,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,,,,,,,,,,,
152524.0,784021.0,Dendrobium johannis,Vulnerable,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=17451,17451.0,Plantae,Equisetopsida,Orchidaceae,brown antelope orchid,Rchb.f.,V,Y,Vulnerable,Regional Endemic,Vulnerable
152520.0,135851.0,Macrozamia platyrhachis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,16709.0,Plantae,Equisetopsida,Zamiaceae,,F.M.Bailey,E,Y,Endangered,Queensland Endemic,Endangered
152546.0,337634.0,Gastrodia sesamoides,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12806,12806.0,Plantae,Equisetopsida,Orchidaceae,cinnamon bells,R.Br.,SL,Y,Special least concern,Intranational,
152529.0,136040.0,Cycas tuckeri,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,5937.0,Plantae,Equisetopsida,Cycadaceae,,K.D.Hill,V,Y,Vulnerable,Queensland Endemic,
152547.0,802831.0,Phaius australis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,12722.0,Plantae,Equisetopsida,Orchidaceae,,F.Muell.,E,Y,Endangered,Not Endemic to Australia,Endangered
152531.0,816357.0,Aponogeton elongatus,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,12437.0,Plantae,Equisetopsida,Aponogetonaceae,,F.Muell. ex Benth.,NT,Y,Near Threatened,Unknown,
152533.0,576988.0,Papillilabium,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,21217.0,Plantae,Equisetopsida,Orchidaceae,,,C,N,Least concern,Unknown,
152536.0,517097.0,Ranoidea myola,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,,,,,,,,,,,
152540.0,831562.0,Selenocosmia strenua,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,29182.0,Animalia,Arachnida,Theraphosidae,,"(Thorell, 1881)",C,N,Least concern,Queensland Endemic,
152543.0,129782.0,Cycas,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,18759.0,Plantae,Equisetopsida,Cycadaceae,,,,N,,Unknown,
152544.0,502762.0,Tomophyllum walleri,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,41541.0,Plantae,Equisetopsida,Polypodiaceae,,(Maiden & Betche) Parris,V,Y,Vulnerable,Queensland Endemic,Vulnerable
152548.0,480695.0,Phlegmariurus phlegmarioides,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,34782.0,Plantae,Equisetopsida,Lycopodiaceae,,(Gaudich.) A.R.Field & Bostock,V,Y,Vulnerable,Not Endemic to Australia,
152550.0,22055.0,Philoria kundagungan,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,687.0,Animalia,Amphibia,Limnodynastidae,red-and-yellow mountainfrog,"(Ingram & Corben, 1975)",E,Y,Endangered,Intranational,Endangered
152554.0,702929.0,Apostasia wallichii,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=15686,15686.0,Plantae,Equisetopsida,Orchidaceae,,R.Br.,SL,Y,Special least concern,Regional Endemic,
152552.0,553194.0,Thelymitra media,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,20037.0,Plantae,Equisetopsida,Orchidaceae,,,,N,,,
152553.0,39474.0,Varanus semiremex,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,70.0,Animalia,Reptilia,Varanidae,rusty monitor,"Peters, 1869",C,N,Least concern,Queensland Endemic,
152562.0,369241.0,Dendrobium tetragonum,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12831,12831.0,Plantae,Equisetopsida,Orchidaceae,tree spider orchid,A.Cunn.,SL,Y,Special least concern,Intranational,
152556.0,559037.0,Phlegmariurus phlegmaria,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,34778.0,Plantae,Equisetopsida,Lycopodiaceae,,(L.) T.Sen & U.Sen,C,N,Least concern,,
152558.0,364208.0,Archontophoenix myolensis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,6523.0,Plantae,Equisetopsida,Arecaceae,,Dowe,E,Y,Endangered,Queensland Endemic,Endangered
152560.0,106503.0,Nannoperca oxleyana,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,18167.0,Animalia,Actinopterygii,Percichthyidae,Oxleyan pygmy perch,"Whitley, 1940",V,Y,Vulnerable,Intranational,Endangered
152551.0,896830.0,Pterostylis ophioglossa,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=9322,9322.0,Plantae,Equisetopsida,Orchidaceae,,R.Br.,SL,Y,Special least concern,Not Endemic to Australia,
152539.0,140380.0,Pterostylis mutica,SL,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=14295,14295.0,Plantae,Equisetopsida,Orchidaceae,midget greenhood,R.Br.,SL,Y,Special least concern,Intranational,
152579.0,140425.0,Pterostylis erecta,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12693,12693.0,Plantae,Equisetopsida,Orchidaceae,,T.E.Hunt,SL,Y,Special least concern,Queensland Endemic,
152565.0,33534.0,Uvidicolus sphyrurus,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,398.0,Animalia,Reptilia,Carphodactylidae,border thick-tailed gecko,"(Ogilby, 1892)",C,Y,Least concern,Intranational,Vulnerable
152566.0,365641.0,Livistona lanuginosa,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,2224.0,Plantae,Equisetopsida,Arecaceae,,Rodd,V,Y,Vulnerable,Queensland Endemic,Vulnerable
152567.0,739107.0,Acianthus saxatilis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,35341.0,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones & M.A.Clem.,E,Y,Endangered,Queensland Endemic,
152570.0,33932.0,Phyllurus amnicola,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,22412.0,Animalia,Reptilia,Carphodactylidae,Mount Elliot broad-tailed gecko,"Hoskin, Couper, Schneider & Covacevich 2000",V,Y,Vulnerable,Queensland Endemic,
152571.0,418415.0,Hymenophyllum digitatum,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,29896.0,Plantae,Equisetopsida,Hymenophyllaceae,,(Sw.) Fosberg,V,Y,Vulnerable,Regional Endemic,
152573.0,142491.0,Pomatocalpa,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,21333.0,Plantae,Equisetopsida,Orchidaceae,,,,N,,Unknown,
152575.0,467454.0,Caladenia filamentosa,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,19764.0,Plantae,Equisetopsida,Orchidaceae,,R.Br.,C,N,Least concern,Intranational,
152576.0,502912.0,Oreogrammitis leonardii,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,41570.0,Plantae,Equisetopsida,Polypodiaceae,,(Parris) Parris,V,Y,Vulnerable,Queensland Endemic,
152577.0,517112.0,Ranoidea subglandulosa,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,,,,,,,,,,,
152578.0,39652.0,Elseya irwini,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,18454.0,Animalia,Reptilia,Chelidae,Irwin's turtle,"Cann, 1997",C,N,Least concern,Queensland Endemic,
152580.0,370000.0,Habenaria xanthantha,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,12816.0,Plantae,Equisetopsida,Orchidaceae,,F.Muell.,NT,Y,Near Threatened,Queensland Endemic,
152581.0,631112.0,Trichomanes endlicherianum,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,,,,,,,,,,,
152583.0,136192.0,Cycas couttsiana,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,8439.0,Plantae,Equisetopsida,Cycadaceae,,K.D.Hill,V,Y,Vulnerable,Queensland Endemic,
152584.0,97552.0,Chlamydogobius micropterus,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,18163.0,Animalia,Actinopterygii,Gobiidae,Elizabeth Springs goby,"Larson, 1995",E,Y,Endangered,Queensland Endemic,Endangered
152572.0,829441.0,Dipodium elegantulum,LC,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,8446.0,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones,SL,Y,Special least concern,Intranational,
152618.0,140980.0,Appendicula,Confidential,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=20195,20195.0,Plantae,Equisetopsida,Orchidaceae,,,,N,,Unknown,
152588.0,136041.0,Cycas yorkiana,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,5938.0,Plantae,Equisetopsida,Cycadaceae,,K.D.Hill,SL,Y,Special least concern,Queensland Endemic,
152589.0,32164.0,Morelia viridis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,520.0,Animalia,Reptilia,Boidae,green python,"(Schlegel, 1872)",NT,Y,Near Threatened,Not Endemic to Australia,
152590.0,132672.0,Spathoglottis plicata,Vulnerable,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12667,12667.0,Plantae,Equisetopsida,Orchidaceae,New Guinea ground orchid,Blume,V,Y,Vulnerable,Regional Endemic,
152594.0,136178.0,Cycas badensis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,5934.0,Plantae,Equisetopsida,Cycadaceae,,K.D.Hill,SL,Y,Special least concern,Queensland Endemic,
152611.0,365647.0,Livistona nitida,NT,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=3322,3322.0,Plantae,Equisetopsida,Arecaceae,,Rodd,NT,Y,Near Threatened,Queensland Endemic,
152598.0,427535.0,Dipodium pictum,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,,,,,,,,,,,
152602.0,40664.0,Rhinolophus philippinensis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,969.0,Animalia,Mammalia,Rhinolophidae,greater large-eared horseshoe bat,"Waterhouse, 1843",E,Y,Endangered,Regional Endemic,Vulnerable
152606.0,340741.0,Didymoglossum exiguum,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,8513.0,Plantae,Equisetopsida,Hymenophyllaceae,,(Bedd.) Copel.,PE,Y,Extinct in the wild,Queensland Endemic,Extinct
152607.0,33840.0,Orraya occultus,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,389.0,Animalia,Reptilia,Carphodactylidae,McIlwraith leaf-tailed gecko,"(Couper, Covacevich & Moritz, 1993)",CR,Y,Critically Endangered,Queensland Endemic,
152608.0,517092.0,Ranoidea lorica,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,,,,,,,,,,,
152609.0,347765.0,Myrmecodia,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,21120.0,Plantae,Equisetopsida,Rubiaceae,,,,N,,Unknown,
152612.0,22064.0,Mixophyes fleayi,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,675.0,Animalia,Amphibia,Myobatrachidae,Fleay's barred frog,"Corben & Ingram, 1987",E,Y,Endangered,Intranational,Endangered
