id,taxonid,scientificName,taxonstatus,authority,taxonurl,taxonID,kingdom,class,family,vernacularName,scientificNameAuthorship,sourceStatus,Significant,status,Endemicity,EPBC Status
152472,829460,Diuris abbreviata,Least concern,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=12793,12793,Plantae,Equisetopsida,Orchidaceae,lemon doubletail,F.Muell. ex Benth.,SL,Y,Special least concern,Intranational,
152477,370071,Cheirostylis ovata,Least concern,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=13323,13323,Plantae,Equisetopsida,Orchidaceae,caterpillar orchid,(F.M.Bailey) Schltr.,SL,Y,Special least concern,Regional Endemic,
152461,100638,Euastacus maidae,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,33595,Animalia,Malacostraca,Parastacidae,,"(Riek, 1956)",CR,Y,Critically Endangered,Queensland Endemic,
152462,906515,Sarcochilus borealis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,7914,Plantae,Equisetopsida,Orchidaceae,,(Nicholls) M.A.Clem. & D.L.Jones,SL,Y,Special least concern,Queensland Endemic,
152471,140452,Pterostylis praetermissa,LC,QLD DEHP,https://bie.ala.org.au/species/https://id.biodiversity.org.au/name/apni/75322,7912,Plantae,Equisetopsida,Orchidaceae,,M.A.Clem. & D.L.Jones,SL,Y,Special least concern,Intranational,
152465,805372,Bulbophyllum elisae,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,13483,Plantae,Equisetopsida,Orchidaceae,pineapple orchid,(F.Muell.) Benth.,SL,Y,Special least concern,Intranational,
152466,353958,Microtis unifolia,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,14403,Plantae,Equisetopsida,Orchidaceae,common onion orchid,(G.Forst.) Rchb.f.,SL,Y,Special least concern,Not Endemic to Australia,
152467,35233,Hoplocephalus stephensii,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,481,Animalia,Reptilia,Elapidae,Stephens' banded snake,"Krefft, 1869",C,N,Least concern,Intranational,
152468,369254,Peristeranthus,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=21252,21252,Plantae,Equisetopsida,Orchidaceae,,,C,N,Least concern,Unknown,
152470,737233,Appendicula reflexa,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,12631,Plantae,Equisetopsida,Orchidaceae,,Blume,,N,,,
152469,840867,Spathoglottis paulinae,Near threatened,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12668,12668,Plantae,Equisetopsida,Orchidaceae,,F.Muell.,NT,Y,Near Threatened,Regional Endemic,
152464,400260,Caleana minor,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=8206,8206,Plantae,Equisetopsida,Orchidaceae,small duck orchid,R.Br.,SL,Y,Special least concern,Intranational,
152475,136042,Cycas xipholepis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,5781,Plantae,Equisetopsida,Cycadaceae,,K.D.Hill,SL,Y,Special least concern,Queensland Endemic,
152476,134699,Cophixalus kulakula,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,34088,Animalia,Amphibia,Microhylidae,Kutini boulder-frog,"Hoskin & Aland, 2011",C,N,Least concern,Queensland Endemic,
152479,557326,Pterostylis revoluta,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,16348,Plantae,Equisetopsida,Orchidaceae,autumn greenhood,R.Br.,C,N,Least concern,,
152481,894156,Liparis bracteata,LC,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,13180,Plantae,Equisetopsida,Orchidaceae,,T.E.Hunt,C,N,Least concern,Queensland Endemic,
152482,140709,Dendrobium aphyllum,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,30798,Plantae,Equisetopsida,Orchidaceae,,(Roxb.) C.E.C.Fisch.,SL,Y,Special least concern,Regional Endemic,
152493,50718,Goodyera,Confidential,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=20788,20788,Plantae,Equisetopsida,Orchidaceae,,,,N,,,
152484,829502,Diuris luteola,LC,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,7945,Plantae,Equisetopsida,Orchidaceae,northern yellow donkeys tails,D.L.Jones & B.Gray,SL,Y,Special least concern,Queensland Endemic,
152488,577983,Thelymitra nuda,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,13081,Plantae,Equisetopsida,Orchidaceae,scented sun orchid,R.Br.,C,N,Least concern,,
152489,188491,Stiphodon pelewensis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,32228,Animalia,Actinopterygii,Gobiidae,Daintree cling goby,"Herre, 1936",V,Y,Vulnerable,Not Endemic to Australia,
152501,140284,Vanda,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=21710,21710,Plantae,Equisetopsida,Orchidaceae,,,C,N,Least concern,Unknown,
152491,503026,Petalura ingentissima,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,35260,Animalia,Insecta,Petaluridae,giant petaltail,"Tillyard, 1908",,N,,Queensland Endemic,
152492,12133,Stipiturus malachurus,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,1549,Animalia,Aves,Maluridae,southern emu-wren,"(Shaw, 1798)",V,Y,Vulnerable,Intranational,
152514,509797,Diuris punctata,LC Sensitive Species,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=17418,17418,Plantae,Equisetopsida,Orchidaceae,,Sm.,SL,Y,Special least concern,Intranational,
152495,33931,Phyllurus isis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,380,Animalia,Reptilia,Carphodactylidae,Mount Jukes broad-tailed gecko,"Couper, Covaevich & Moritz, 1993",V,Y,Vulnerable,Queensland Endemic,
152496,135856,Macrozamia viridis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,6482,Plantae,Equisetopsida,Zamiaceae,,D.L.Jones & P.I.Forst.,E,Y,Endangered,Intranational,
152497,378921,Drymoanthus,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=20636,20636,Plantae,Equisetopsida,Orchidaceae,,,C,N,Least concern,Unknown,
152498,829445,Dipodium hamiltonianum,LC Sensitive Species,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=14607,14607,Plantae,Equisetopsida,Orchidaceae,yellow hyacinth orchid,F.M.Bailey,SL,Y,Special least concern,Queensland Endemic,
152503,502724,Oreogrammitis reinwardtii,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,41726,Plantae,Equisetopsida,Polypodiaceae,,(Blume) Parris,V,Y,Vulnerable,Regional Endemic,Vulnerable
152504,702907,Selenotypus plumipes,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,29185,Animalia,Arachnida,Theraphosidae,,"Pocock, 1895",C,N,Least concern,Queensland Endemic,
152507,136191,Cycas desolata,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,6326,Plantae,Equisetopsida,Cycadaceae,,P.I.Forst.,V,Y,Vulnerable,Queensland Endemic,
152508,354686,Dryopteris sparsa,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,12039,Plantae,Equisetopsida,Dryopteridaceae,,(Buch.-Ham. ex D.Don) Kuntze,V,Y,Vulnerable,Regional Endemic,
152509,543010,Pachystoma pubescens,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,8553,Plantae,Equisetopsida,Orchidaceae,,Blume,V,Y,Vulnerable,Queensland Endemic,
152500,353959,Lyperanthus suaveolens,LC Sensitive Species,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12782,12782,Plantae,Equisetopsida,Orchidaceae,brown beaks,R.Br.,SL,Y,Special least concern,Intranational,
152511,142476,Pachystoma,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,21210,Plantae,Equisetopsida,Orchidaceae,,,C,N,Least concern,Unknown,
152515,906512,Sarcochilus hirticalcar,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,8224,Plantae,Equisetopsida,Orchidaceae,harlequin orchid,(Dockrill) M.A.Clem. & B.J.Wallace,V,Y,Vulnerable,Queensland Endemic,Vulnerable
152518,136035,Cycas scratchleyana,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,30730,Plantae,Equisetopsida,Cycadaceae,,F.Muell.,SL,Y,Special least concern,Regional Endemic,
152521,24780,Cophixalus zweifeli,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,19463,Animalia,Amphibia,Microhylidae,Cape Melville boulderfrog,"Davies & McDonald, 1998",V,Y,Vulnerable,Queensland Endemic,
152537,427506,Didymoplexis pallens,Near threatened,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12844,12844,Plantae,Equisetopsida,Orchidaceae,crystal bells,Griff.,NT,Y,Near Threatened,Regional Endemic,
152523,140673,Hetaeria,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,20840,Plantae,Equisetopsida,Orchidaceae,,,,N,,Unknown,
152525,882604,Chiloglottis sphyrnoides,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,7979,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones,V,Y,Vulnerable,Intranational,
152524,784021,Dendrobium johannis,Vulnerable,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=17451,17451,Plantae,Equisetopsida,Orchidaceae,brown antelope orchid,Rchb.f.,V,Y,Vulnerable,Regional Endemic,Vulnerable
152520,135851,Macrozamia platyrhachis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,16709,Plantae,Equisetopsida,Zamiaceae,,F.M.Bailey,E,Y,Endangered,Queensland Endemic,Endangered
152546,337634,Gastrodia sesamoides,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12806,12806,Plantae,Equisetopsida,Orchidaceae,cinnamon bells,R.Br.,SL,Y,Special least concern,Intranational,
152529,136040,Cycas tuckeri,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,5937,Plantae,Equisetopsida,Cycadaceae,,K.D.Hill,V,Y,Vulnerable,Queensland Endemic,
152547,802831,Phaius australis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,12722,Plantae,Equisetopsida,Orchidaceae,,F.Muell.,E,Y,Endangered,Not Endemic to Australia,Endangered
152531,816357,Aponogeton elongatus,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,12437,Plantae,Equisetopsida,Aponogetonaceae,,F.Muell. ex Benth.,NT,Y,Near Threatened,Unknown,
152533,576988,Papillilabium,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,21217,Plantae,Equisetopsida,Orchidaceae,,,C,N,Least concern,Unknown,
152540,831562,Selenocosmia strenua,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,29182,Animalia,Arachnida,Theraphosidae,,"(Thorell, 1881)",C,N,Least concern,Queensland Endemic,
152543,129782,Cycas,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,18759,Plantae,Equisetopsida,Cycadaceae,,,,N,,Unknown,
152544,502762,Tomophyllum walleri,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,41541,Plantae,Equisetopsida,Polypodiaceae,,(Maiden & Betche) Parris,V,Y,Vulnerable,Queensland Endemic,Vulnerable
152548,480695,Phlegmariurus phlegmarioides,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,34782,Plantae,Equisetopsida,Lycopodiaceae,,(Gaudich.) A.R.Field & Bostock,V,Y,Vulnerable,Not Endemic to Australia,
152550,22055,Philoria kundagungan,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,687,Animalia,Amphibia,Limnodynastidae,red-and-yellow mountainfrog,"(Ingram & Corben, 1975)",E,Y,Endangered,Intranational,Endangered
152554,702929,Apostasia wallichii,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=15686,15686,Plantae,Equisetopsida,Orchidaceae,,R.Br.,SL,Y,Special least concern,Regional Endemic,
152552,553194,Thelymitra media,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,20037,Plantae,Equisetopsida,Orchidaceae,,,,N,,,
152553,39474,Varanus semiremex,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,70,Animalia,Reptilia,Varanidae,rusty monitor,"Peters, 1869",C,N,Least concern,Queensland Endemic,
152562,369241,Dendrobium tetragonum,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12831,12831,Plantae,Equisetopsida,Orchidaceae,tree spider orchid,A.Cunn.,SL,Y,Special least concern,Intranational,
152556,559037,Phlegmariurus phlegmaria,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,34778,Plantae,Equisetopsida,Lycopodiaceae,,(L.) T.Sen & U.Sen,C,N,Least concern,,
152558,364208,Archontophoenix myolensis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,6523,Plantae,Equisetopsida,Arecaceae,,Dowe,E,Y,Endangered,Queensland Endemic,Endangered
152560,106503,Nannoperca oxleyana,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,18167,Animalia,Actinopterygii,Percichthyidae,Oxleyan pygmy perch,"Whitley, 1940",V,Y,Vulnerable,Intranational,Endangered
152551,896830,Pterostylis ophioglossa,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=9322,9322,Plantae,Equisetopsida,Orchidaceae,,R.Br.,SL,Y,Special least concern,Not Endemic to Australia,
152539,140380,Pterostylis mutica,SL,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=14295,14295,Plantae,Equisetopsida,Orchidaceae,midget greenhood,R.Br.,SL,Y,Special least concern,Intranational,
152579,140425,Pterostylis erecta,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12693,12693,Plantae,Equisetopsida,Orchidaceae,,T.E.Hunt,SL,Y,Special least concern,Queensland Endemic,
152565,33534,Uvidicolus sphyrurus,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,398,Animalia,Reptilia,Carphodactylidae,border thick-tailed gecko,"(Ogilby, 1892)",C,Y,Least concern,Intranational,Vulnerable
152566,365641,Livistona lanuginosa,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,2224,Plantae,Equisetopsida,Arecaceae,,Rodd,V,Y,Vulnerable,Queensland Endemic,Vulnerable
152567,739107,Acianthus saxatilis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,35341,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones & M.A.Clem.,E,Y,Endangered,Queensland Endemic,
152570,33932,Phyllurus amnicola,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,22412,Animalia,Reptilia,Carphodactylidae,Mount Elliot broad-tailed gecko,"Hoskin, Couper, Schneider & Covacevich 2000",V,Y,Vulnerable,Queensland Endemic,
152571,418415,Hymenophyllum digitatum,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,29896,Plantae,Equisetopsida,Hymenophyllaceae,,(Sw.) Fosberg,V,Y,Vulnerable,Regional Endemic,
152573,142491,Pomatocalpa,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,21333,Plantae,Equisetopsida,Orchidaceae,,,,N,,Unknown,
152575,467454,Caladenia filamentosa,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,19764,Plantae,Equisetopsida,Orchidaceae,,R.Br.,C,N,Least concern,Intranational,
152576,502912,Oreogrammitis leonardii,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,41570,Plantae,Equisetopsida,Polypodiaceae,,(Parris) Parris,V,Y,Vulnerable,Queensland Endemic,
152578,39652,Elseya irwini,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,18454,Animalia,Reptilia,Chelidae,Irwin's turtle,"Cann, 1997",C,N,Least concern,Queensland Endemic,
152580,370000,Habenaria xanthantha,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,12816,Plantae,Equisetopsida,Orchidaceae,,F.Muell.,NT,Y,Near Threatened,Queensland Endemic,
152583,136192,Cycas couttsiana,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,8439,Plantae,Equisetopsida,Cycadaceae,,K.D.Hill,V,Y,Vulnerable,Queensland Endemic,
152584,97552,Chlamydogobius micropterus,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,18163,Animalia,Actinopterygii,Gobiidae,Elizabeth Springs goby,"Larson, 1995",E,Y,Endangered,Queensland Endemic,Endangered
152572,829441,Dipodium elegantulum,LC,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,8446,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones,SL,Y,Special least concern,Intranational,
152618,140980,Appendicula,Confidential,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=20195,20195,Plantae,Equisetopsida,Orchidaceae,,,,N,,Unknown,
152588,136041,Cycas yorkiana,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,5938,Plantae,Equisetopsida,Cycadaceae,,K.D.Hill,SL,Y,Special least concern,Queensland Endemic,
152589,32164,Morelia viridis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,520,Animalia,Reptilia,Boidae,green python,"(Schlegel, 1872)",NT,Y,Near Threatened,Not Endemic to Australia,
152590,132672,Spathoglottis plicata,Vulnerable,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12667,12667,Plantae,Equisetopsida,Orchidaceae,New Guinea ground orchid,Blume,V,Y,Vulnerable,Regional Endemic,
152594,136178,Cycas badensis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,5934,Plantae,Equisetopsida,Cycadaceae,,K.D.Hill,SL,Y,Special least concern,Queensland Endemic,
152611,365647,Livistona nitida,NT,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=3322,3322,Plantae,Equisetopsida,Arecaceae,,Rodd,NT,Y,Near Threatened,Queensland Endemic,
152602,40664,Rhinolophus philippinensis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,969,Animalia,Mammalia,Rhinolophidae,greater large-eared horseshoe bat,"Waterhouse, 1843",E,Y,Endangered,Regional Endemic,Vulnerable
152606,340741,Didymoglossum exiguum,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,8513,Plantae,Equisetopsida,Hymenophyllaceae,,(Bedd.) Copel.,PE,Y,Extinct in the wild,Queensland Endemic,Extinct
152607,33840,Orraya occultus,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,389,Animalia,Reptilia,Carphodactylidae,McIlwraith leaf-tailed gecko,"(Couper, Covacevich & Moritz, 1993)",CR,Y,Critically Endangered,Queensland Endemic,
152609,347765,Myrmecodia,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,21120,Plantae,Equisetopsida,Rubiaceae,,,,N,,Unknown,
152612,22064,Mixophyes fleayi,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,675,Animalia,Amphibia,Myobatrachidae,Fleay's barred frog,"Corben & Ingram, 1987",E,Y,Endangered,Intranational,Endangered
152603,369227,Corymborkis veratrifolia,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=17607,17607,Plantae,Equisetopsida,Orchidaceae,cinnamon orchid,Thouars ex Blume,SL,Y,Special least concern,Regional Endemic,
152617,364242,Arenga australasica,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,12864,Plantae,Equisetopsida,Arecaceae,,(H.Wendl. & Drude) S.T.Blake ex H.E. Moore,V,Y,Vulnerable,Intranational,
152613,882411,Dendrobium fleckeri,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12830,12830,Plantae,Equisetopsida,Orchidaceae,apricot orchid,Rupp & C.T.White,SL,Y,Special least concern,Queensland Endemic,
152620,856920,Pomatocalpa macphersonii,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,12735,Plantae,Equisetopsida,Orchidaceae,,(F.Muell.) T.E.Hunt,SL,Y,Special least concern,Queensland Endemic,
152619,530350,Rhadinocentrus ornatus,No status,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=27032,27032,Animalia,Actinopterygii,Melanotaeniidae,ornate rainbowfish,"(Regan, 1914)",,N,,Intranational,
152585,882412,Dendrobium jonesii,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=6405,6405,Plantae,Equisetopsida,Orchidaceae,,Rendle,SL,Y,Special least concern,Queensland Endemic,
152586,321216,Pterostylis nutans,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=9321,9321,Plantae,Equisetopsida,Orchidaceae,,R.Br.,SL,Y,Special least concern,Intranational,
152582,534400,Erythrorchis cassythoides,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=17287,17287,Plantae,Equisetopsida,Orchidaceae,climbing orchid,(A.Cunn.) Garay,SL,Y,Special least concern,Intranational,
152621,829458,Dipodium stenocheilum,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,12791,Plantae,Equisetopsida,Orchidaceae,,O.Schwarz,SL,Y,Special least concern,Intranational,
152625,411311,Sarcochilus hartmannii,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,12710,Plantae,Equisetopsida,Orchidaceae,,F.Muell.,V,Y,Vulnerable,Intranational,Vulnerable
