category,subcategory,scientificName,scientificNameAuthorship,vernacularName,ngunnawalName,synonym,acceptedNameUsage,taxonomicStatus,taxonRank,kingdom,phylum,class,order,family,genus,taxonRemarks,conservationStatusACT,conservationStatusAUS,authority,speciesSensitivity,generalisation,sensitivityReason,statusComment
Plant,Orchid,Calochilus paludosus,R.Br.,Strap Beard Orchid,,,Calochilus paludosus,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Calochilus,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Calochilus platychilus,D.L.Jones,Purple Beard Orchid,,,Calochilus platychilus,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Calochilus,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Calochilus therophilus,D.L.Jones,Late Beard Orchid,,,Calochilus therophilus,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Calochilus,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Chiloglottis reflexa,(Labill.) Druce,Long-clubbed Wasp Orchid,,Chiloglottis trilabra,Chiloglottis reflexa,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Chiloglottis,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Chiloglottis seminuda,D.L.Jones,Turtle Orchid,,,Chiloglottis seminuda,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Chiloglottis,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Chiloglottis trapeziformis,Fitzg.,Diamond Ant Orchid,,Myrmechila trapeziformis,Chiloglottis trapeziformis,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Chiloglottis,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Chiloglottis turfosa,D.L.Jones,Bog Bird Orchid,,Simpliglottis turfosa,Chiloglottis turfosa,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Chiloglottis,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Chiloglottis valida,D.L.Jones,Large Bird Orchid,,Chiloglottis sp. aff. valida,Chiloglottis valida,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Chiloglottis,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Chiloglottis x pescottiana,R.S.Rogers,Bronze Bird Orchid,,Chiloglottis X pescottiana,Chiloglottis x pescottiana,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Chiloglottis,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Corunastylis arrecta,(D.L.Jones) D.L.Jones & M.A.Clem.,Erect Midge Orchid,,,Corunastylis arrecta,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Corunastylis,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Corunastylis clivicola,D.L.Jones,Rufous Midge Orchid,,,Corunastylis clivicola,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Corunastylis,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Corunastylis cornuta,D.L.Jones,Horned Midge Orchid,,,Corunastylis cornuta,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Corunastylis,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Corunastylis ectopa,(D.L.Jones) D.L.Jones & M.A.Clem.,Brindabella Midge Orchid,,,Corunastylis ectopa,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Corunastylis,,Critically Endangered,Critically Endangered,Nature Conservation Act 2014,Extreme,10km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Corunastylis nuda,(Hook.f.) D.L.Jones & M.A.Clem.,Tiny Midge Orchid,,Genoplesium nudum,Corunastylis nuda,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Corunastylis,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Corybas grumulus,(D.L.Jones) G.N.Backh.,Stately Helmet Orchid,,Corysanthes grumula,Corybas grumulus,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Corybas,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Corybas hispidus,D.L.Jones,Bristly Helmet Orchid,,Corysanthes hispida,Corybas hispidus,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Corybas,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Corybas incurvus,D.L.Jones & M.A.Clem.,Slaty Helmet Orchid,,Corysanthes incurva,Corybas incurvus,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Corybas,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Cyrtostylis reniformis,R.Br.,Common Gnat Orchid,,,Cyrtostylis reniformis,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Cyrtostylis,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Dipodium hamiltonianum,F.M.Bailey,Yellow Hyacinth Orchid,,Dipodium interaneum,Dipodium hamiltonianum,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dipodium,,,,,Extreme,10km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Dipodium punctatum,(Sm.) R.Br.,Blotched Hyacinth Orchid,,,Dipodium punctatum,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dipodium,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Dipodium roseum,D.L.Jones & M.A.Clem.,Rosy Hyacinth Orchid,,,Dipodium roseum,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dipodium,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Diuris amabilis,D.L.Jones,Large Golden Moth,,Diuris behrii,Diuris amabilis,inferred accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Diuris,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Diuris chryseopsis,D.L.Jones,Golden Moths,,,Diuris chryseopsis,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Diuris,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Diuris dendrobioides,Fitzg.,Late Mauve Doubletail,,,Diuris dendrobioides,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Diuris,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Diuris monticola,D.L.Jones,Highland Golden Moths,,,Diuris monticola,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Diuris,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Diuris nigromontana,D.L.Jones,Black Mountain Leopard Orchid,,,Diuris nigromontana,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Diuris,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Diuris pardina,Lindl.,Leopard Doubletail,,,Diuris pardina,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Diuris,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Diuris punctata,Sm.,Purple Diuris,,Diuris punctata var. punctata,Diuris punctata,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Diuris,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Diuris semilunulata,Messmer,Late Leopard Orchid,,,Diuris semilunulata,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Diuris,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Diuris subalpina,D.L.Jones,Small Snake Orchid,,,Diuris subalpina,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Diuris,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Diuris sulphurea,R.Br.,Hornet Orchid,,,Diuris sulphurea,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Diuris,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Eriochilus cucullatus,(Labill.) Rchb.f.,Parson's Bands,,,Eriochilus cucullatus,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Eriochilus,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Eriochilus magenteus,D.L.Jones,Magenta Autumn Orchid,,,Eriochilus magenteus,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Eriochilus,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Gastrodia procera,G.W.Carr,Potato Orchid,,Gastrodia entomogama,Gastrodia procera,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Gastrodia,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Gastrodia sesamoides,R.Br.,Cinnamon Bells,,,Gastrodia sesamoides,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Gastrodia,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Gastrodia surcula,D.L.Jones,Snowgum Potato Orchid,,,Gastrodia surcula,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Gastrodia,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Lyperanthus suaveolens,R.Br.,Brown Beaks,,,Lyperanthus suaveolens,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Lyperanthus,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Microtis arenaria,Lindl.,Common Onion Orchid,,,Microtis arenaria,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Microtis,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Microtis oblonga,R.S.Rogers,Sweet Onion Orchid,,,Microtis oblonga,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Microtis,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Oligochaetochilus aciculiformis,(Nicholls) Szlach.,Needle-Point Rustyhood,,Pterostylis aciculiformis,Pterostylis aciculiformis,homotypic synonym,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Oligochaetochilus,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Oligochaetochilus hamatus,(Blackmore & Clemesha) Szlach.,Southern Hooked Rustyhood,,Pterostylis hamata,Pterostylis hamata,homotypic synonym,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Oligochaetochilus,Treated as Oligochaetochilus hamatus in the ACT,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Oligochaetochilus squamatus,(R.Br.) Szlach.,Southern Rustyhood,,Pterostylis squamata,Pterostylis squamata,homotypic synonym,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Oligochaetochilus,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Orthoceras strictum,R.Br.,Horned Orchid,,,Orthoceras strictum,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Orthoceras,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Paraprasophyllum jeaneganiae,(D.L.Jones) M.A.Clem. & D.L.Jones,Jean's Leek Orchid,,Prasophyllum jeaneganiae,Paraprasophyllum jeaneganiae,inferred accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Paraprasophyllum,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Prasophyllum alpestre,D.L.Jones,Mauve Leek Orchid,,Paraprasophyllum alpestre,Prasophyllum alpestre,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Prasophyllum,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Prasophyllum brevilabre,(Lindl.) Hook.f.,Short-lipped Leek Orchid,,Paraprasophyllum brevilabre,Prasophyllum brevilabre,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Prasophyllum,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Prasophyllum canaliculatum,D.L.Jones,Summer Leek Orchid,,Paraprasophyllum canaliculatum,Prasophyllum canaliculatum,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Prasophyllum,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Prasophyllum innubum,D.L.Jones,Brandy Marys Leek Orchid,,Paraprasophyllum innubum,Prasophyllum innubum,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Prasophyllum,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Prasophyllum montanum,R.J.Bates & D.L.Jones,Brindabella Leek Orchid,,Paraprasophyllum montanum,Prasophyllum montanum,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Prasophyllum,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Prasophyllum odoratum,R.S.Rogers,Mountain Leek Orchid,,Paraprasophyllum odoratum,Prasophyllum odoratum,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Prasophyllum,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Prasophyllum petilum,D.L.Jones & R.J.Bates,Tarengo Leek Orchid,,Paraprasophyllum petilum,Prasophyllum petilum,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Prasophyllum,,Endangered,Endangered,Nature Conservation Act 2014,Extreme,10km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Prasophyllum sphacelatum,D.L.Jones,Large Alpine Leek-Orchid,,Paraprasophyllum sphacelatum,Prasophyllum sphacelatum,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Prasophyllum,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Prasophyllum tadgellianum,(R.S.Rogers) R.S.Rogers,Tadgell's Leek Orchid,,Paraprasophyllum tadgellianum,Prasophyllum tadgellianum,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Prasophyllum,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Prasophyllum venustum,D.L.Jones & D.T.Rouse,Charming Leek Orchid,,Paraprasophyllum venustum,Prasophyllum venustum,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Prasophyllum,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Prasophyllum viriosum,D.L.Jones & D.T.Rouse,Stocky Leek Orchid,,Paraprasophyllum viriosum,Prasophyllum viriosum,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Prasophyllum,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Pterostylis aestiva,D.L.Jones,Long-tongued Summer Greenhood,,Diplodium aestivum,Pterostylis aestiva,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Pterostylis,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Pterostylis alpina,R.S.Rogers,Mountain Greenhood,,,Pterostylis alpina,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Pterostylis,,,,,Extreme,10km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Pterostylis ampliata,(D.L.Jones) D.L.Jones,Large Autumn Greenhood,,"Diplodium revolutum, Pterostylis revoluta, Diplodium ampliatum",Pterostylis ampliata,inferred accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Pterostylis,Formerly known as Diplodium revolutum in the ACT,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Pterostylis aneba,D.L.Jones,Small Mountain Greenhood,,,Pterostylis aneba,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Pterostylis,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Pterostylis atrans,D.L.Jones,Dark-tipped Greenhood,,Diplodium atrans,Pterostylis atrans,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Pterostylis,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Pterostylis bicolor,M.A.Clem. & D.L.Jones,Black-tipped Greenhood,,Hymenochilus bicolor,Pterostylis bicolor,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Pterostylis,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Pterostylis clivicola,(D.L.Jones) G.N.Backh.,Mountain Black-Tip Greenhood,,Hymenochilus clivicola,Pterostylis clivicola,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Pterostylis,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Pterostylis coccina,Fitzg.,Scarlet Greenhoood,,Diplodium coccinum,Pterostylis coccina,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Pterostylis,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Pterostylis crassicaulis,(D.L.Jones & M.A.Clem.) G.N.Backh.,Alpine Swan Greenhood,,Hymenochilus crassicaulis,Pterostylis crassicaulis,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Pterostylis,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Pterostylis curta,R.Br.,Blunt Greenhood,,,Pterostylis curta,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Pterostylis,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Pterostylis cycnocephala,Fitzg.,Swan Greenhood,,Hymenochilus cycnocephalus,Pterostylis cycnocephala,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Pterostylis,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Pterostylis decurva,R.S.Rogers,Summer Greenhood,,Diplodium decurvum,Pterostylis decurva,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Pterostylis,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Pterostylis falcata,R.S.Rogers,Sickle Greenhood,,,Pterostylis falcata,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Pterostylis,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Pterostylis fischiorum,Nicholls,Fisch's Greenhood,,"Diplodium fischii, Pterostylis fischii",Pterostylis fischiorum,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Pterostylis,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Pterostylis laxa,Blackmore,Antelope Greenhood,,Diplodium laxum,Pterostylis laxa,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Pterostylis,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Pterostylis melagramma,D.L.Jones,Black-Stripe Greenhood,,Bunochilus melagrammus,Pterostylis melagramma,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Pterostylis,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Pterostylis monticola,D.L.Jones,Large Mountain Greenhood,,,Pterostylis monticola,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Pterostylis,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Pterostylis multiflora,(D.L.Jones) G.N.Backh.,Tall Tiny Greenhood,,Speculantha multiflora,Pterostylis multiflora,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Pterostylis,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Pterostylis mutica,R.Br.,Midget Greenhood,,Hymenochilus muticus,Pterostylis mutica,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Pterostylis,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Pterostylis nana,R.Br.,Dwarf Snail Orchid,,"Diplodium nanum, Linguella nana",Pterostylis nana,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Pterostylis,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Pterostylis nutans,R.Br.,Nodding Greenhood,,,Pterostylis nutans,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Pterostylis,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Pterostylis oreophila,Clemesha,Kiandra Greenhood,,,Pterostylis oreophila,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Pterostylis,,Critically Endangered,Critically Endangered,Nature Conservation Act 2014,Extreme,10km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Pterostylis parviflora,R.Br.,Tiny Greenhood,,Speculantha parviflora,Pterostylis parviflora,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Pterostylis,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Pterostylis pedunculata,R.Br.,Maroonhood,,,Pterostylis pedunculata,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Pterostylis,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Pterostylis rubescens,(D.L.Jones) G.N.Backh.,Blushing Tiny Greenhood,,Speculantha rubescens,Pterostylis rubescens,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Pterostylis,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Pterostylis truncata,Fitzg.,Little Dumpies,,Diplodium truncatum,Pterostylis truncata,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Pterostylis,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Spiranthes alticola,D.L.Jones,Mountain Spiral Orchid,,Spiranthes australis,Spiranthes australis,heteroptypic synonym,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Spiranthes,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Spiranthes australis,(R.Br.) Lindl.,Austral Ladies Tresses,,,Spiranthes australis,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Spiranthes,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Thelymitra alpina,Jeanes,Mountain Sun Orchid,,,Thelymitra alpina,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Thelymitra,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Thelymitra arenaria,Lindl.,Forest Sun Orchid,,,Thelymitra arenaria,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Thelymitra,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Thelymitra brevifolia,Jeanes,Short-leaved Sun Orchid,,,Thelymitra brevifolia,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Thelymitra,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Thelymitra carnea,R.Br.,Tiny Sun Orchid,,,Thelymitra carnea,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Thelymitra,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Thelymitra cyanea,(Lindl.) Benth.,Veined Sun Orchid,,,Thelymitra cyanea,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Thelymitra,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Thelymitra juncifolia,Lindl.,Large-spotted Sun Orchid,,,Thelymitra juncifolia,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Thelymitra,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Thelymitra megcalyptra,Fitzg.,Swollen Sun Orchid,,,Thelymitra megcalyptra,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Thelymitra,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Thelymitra nuda,R.Br.,Scented Sun Orchid,,,Thelymitra nuda,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Thelymitra,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Thelymitra pauciflora,R.Br.,Slender Sun Orchid,,,Thelymitra pauciflora,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Thelymitra,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Thelymitra peniculata,Jeanes,Trim Sun Orchid,,,Thelymitra peniculata,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Thelymitra,,,,,Sensitive,1km,Risk of disturbance,
Plant,Orchid,Thelymitra rubra,Fitzg.,Salmon Sun Orchid,,,Thelymitra rubra,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Thelymitra,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Thelymitra simulata,D.L.Jones & M.A.Clem.,Graceful Sun-Orchid,,"Thelymitra sp. aff. simulata, Thelymitra decora",Thelymitra simulata,accepted,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Thelymitra,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Orchid,Thynninorchis huntianus,(F.Muell.) D.L.Jones & M.A.Clem.,Elbow Orchid,,Arthrochilus huntianus,Thynninorchis huntiana,synonym,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Thynninorchis,,,,,Sensitive,1km,Risk of disturbance,
Plant,Pea,Bossiaea grayi,K.L.McDougall,Murrumbidgee Bossiaea,,,Bossiaea grayi,accepted,species,Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Bossiaea,,Endangered,,Nature Conservation Act 2014,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Pea,Swainsona recta,A.T.Lee,Small Purple Pea,,,Swainsona recta,accepted,species,Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Swainsona,,Endangered,Endangered,Nature Conservation Act 2014,Extreme,10km,Risk of disturbance,ACT Rare Plant List
Plant,Shrub,Muehlenbeckia tuggeranong,Mallinson,Tuggeranong Lignum,,,Muehlenbeckia tuggeranong,accepted,species,Plantae,Charophyta,Equisetopsida,Caryophyllales,Polygonaceae,Muehlenbeckia,,Endangered,Endangered,Nature Conservation Act 2014,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Shrub,Xanthorrhoea glauca subsp. angustifolia,D.J.Bedford,Grey Grass-Tree,,,Xanthorrhoea glauca subsp. angustifolia,accepted,subspecies,Plantae,Charophyta,Equisetopsida,Asparagales,Xanthorrhoeaceae,Xanthorrhoea,,,,,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
Plant,Wildflower & Herb,Gentiana baeuerlenii,L.G.Adams,Baeuerlen's Gentian,,,Gentiana baeuerlenii,accepted,species,Plantae,Charophyta,Equisetopsida,Gentianales,Gentianaceae,Gentiana,,Endangered,Endangered,Nature Conservation Act 2014,Sensitive,1km,Risk of disturbance,ACT Rare Plant List
